"Year.ID.ForecastYear.Quarter","YEAR FORECAST MADE","YEAR BEING FORECAST","QUARTER","FORECASTER ID","INDUSTRY","BIN 1","BIN 2","BIN 3","BIN 4","BIN 5","BIN 6","BIN 7","BIN 8","BIN 9","BIN 10","BIN 11","BIN 12","BIN 13","BIN 14","BIN 15","INDICATOR","TDIST"
"1987-15-1986-4",1986,1987,4,15,,0,0,75,20,5,0,,,,,,,,,,"RealGNP",1
"1987-30-1986-4",1986,1987,4,30,,0,0,20,75,5,0,,,,,,,,,,"RealGNP",1
"1987-35-1986-4",1986,1987,4,35,,0,10,40,30,15,5,,,,,,,,,,"RealGNP",1
"1987-40-1986-4",1986,1987,4,40,,0,0,90,10,0,0,,,,,,,,,,"RealGNP",1
"1987-41-1986-4",1986,1987,4,41,,0,0,50,50,0,0,,,,,,,,,,"RealGNP",1
"1987-43-1986-4",1986,1987,4,43,,0,5,90,5,0,0,,,,,,,,,,"RealGNP",1
"1987-51-1986-4",1986,1987,4,51,,1,19,50,27,2,1,,,,,,,,,,"RealGNP",1
"1987-60-1986-4",1986,1987,4,60,,0,0,60,35,5,0,,,,,,,,,,"RealGNP",1
"1987-62-1986-4",1986,1987,4,62,,0,5,75,15,5,0,,,,,,,,,,"RealGNP",1
"1987-65-1986-4",1986,1987,4,65,,0,0,100,0,0,0,,,,,,,,,,"RealGNP",1
"1987-66-1986-4",1986,1987,4,66,,,,,,,,,,,,,,,,,"RealGNP",1
"1987-68-1986-4",1986,1987,4,68,,0,15,60,25,0,0,,,,,,,,,,"RealGNP",1
"1987-70-1986-4",1986,1987,4,70,,0,10,75,15,0,0,,,,,,,,,,"RealGNP",1
"1987-72-1986-4",1986,1987,4,72,,0,0,90,10,0,0,,,,,,,,,,"RealGNP",1
"1987-78-1986-4",1986,1987,4,78,,0,0,70,30,0,0,,,,,,,,,,"RealGNP",1
"1987-79-1986-4",1986,1987,4,79,,0,0,80,20,0,0,,,,,,,,,,"RealGNP",1
"1987-80-1986-4",1986,1987,4,80,,0,0,30,40,30,0,,,,,,,,,,"RealGNP",1
"1987-82-1986-4",1986,1987,4,82,,0,40,60,0,0,0,,,,,,,,,,"RealGNP",1
"1987-84-1986-4",1986,1987,4,84,,0,1,60,25,10,4,,,,,,,,,,"RealGNP",1
"1987-94-1986-4",1986,1987,4,94,,5,25,40,20,7,3,,,,,,,,,,"RealGNP",1
"1987-100-1986-4",1986,1987,4,100,,0,0,25,40,25,10,,,,,,,,,,"RealGNP",1
"1988-9-1987-1",1987,1988,1,9,,0,0,40,60,0,0,,,,,,,,,,"RealGNP",1.75
"1988-12-1987-1",1987,1988,1,12,,5,15,50,20,5,5,,,,,,,,,,"RealGNP",1.75
"1988-15-1987-1",1987,1988,1,15,,,,,,,,,,,,,,,,,"RealGNP",1.75
"1988-20-1987-1",1987,1988,1,20,,0,0,60,40,0,0,,,,,,,,,,"RealGNP",1.75
"1988-30-1987-1",1987,1988,1,30,,0,0,0,40,60,0,,,,,,,,,,"RealGNP",1.75
"1988-35-1987-1",1987,1988,1,35,,5,20,50,20,4,1,,,,,,,,,,"RealGNP",1.75
"1988-40-1987-1",1987,1988,1,40,,0,0,60,20,20,0,,,,,,,,,,"RealGNP",1.75
"1988-43-1987-1",1987,1988,1,43,,0,15,70,15,0,0,,,,,,,,,,"RealGNP",1.75
"1988-51-1987-1",1987,1988,1,51,,3,20,50,20,5,2,,,,,,,,,,"RealGNP",1.75
"1988-60-1987-1",1987,1988,1,60,,0,10,60,30,0,0,,,,,,,,,,"RealGNP",1.75
"1988-62-1987-1",1987,1988,1,62,,5,20,50,15,5,5,,,,,,,,,,"RealGNP",1.75
"1988-65-1987-1",1987,1988,1,65,,,,,,,,,,,,,,,,,"RealGNP",1.75
"1988-66-1987-1",1987,1988,1,66,,,,,,,,,,,,,,,,,"RealGNP",1.75
"1988-70-1987-1",1987,1988,1,70,,0,15,75,10,0,0,,,,,,,,,,"RealGNP",1.75
"1988-72-1987-1",1987,1988,1,72,,0,0,95,5,0,0,,,,,,,,,,"RealGNP",1.75
"1988-78-1987-1",1987,1988,1,78,,0,0,100,0,0,0,,,,,,,,,,"RealGNP",1.75
"1988-79-1987-1",1987,1988,1,79,,0,0,50,30,20,0,,,,,,,,,,"RealGNP",1.75
"1988-82-1987-1",1987,1988,1,82,,0,15,70,15,0,0,,,,,,,,,,"RealGNP",1.75
"1988-86-1987-1",1987,1988,1,86,,0,10,70,20,0,0,,,,,,,,,,"RealGNP",1.75
"1988-90-1987-1",1987,1988,1,90,,0,0,0,0,0,100,,,,,,,,,,"RealGNP",1.75
"1988-94-1987-1",1987,1988,1,94,,5,10,40,20,15,10,,,,,,,,,,"RealGNP",1.75
"1988-100-1987-1",1987,1988,1,100,,10,10,10,20,25,25,,,,,,,,,,"RealGNP",1.75
"1988-9-1987-2",1987,1988,2,9,,0,10,40,50,0,0,,,,,,,,,,"RealGNP",1.5
"1988-12-1987-2",1987,1988,2,12,,2,14,55,22,7,0,,,,,,,,,,"RealGNP",1.5
"1988-15-1987-2",1987,1988,2,15,,0,0,65,30,5,0,,,,,,,,,,"RealGNP",1.5
"1988-20-1987-2",1987,1988,2,20,,0,10,60,30,0,0,,,,,,,,,,"RealGNP",1.5
"1988-30-1987-2",1987,1988,2,30,,0,0,10,70,20,0,,,,,,,,,,"RealGNP",1.5
"1988-35-1987-2",1987,1988,2,35,,0,0,60,30,10,0,,,,,,,,,,"RealGNP",1.5
"1988-40-1987-2",1987,1988,2,40,,0,0,80,20,0,0,,,,,,,,,,"RealGNP",1.5
"1988-41-1987-2",1987,1988,2,41,,0,0,70,30,0,0,,,,,,,,,,"RealGNP",1.5
"1988-43-1987-2",1987,1988,2,43,,0,0,50,30,20,0,,,,,,,,,,"RealGNP",1.5
"1988-44-1987-2",1987,1988,2,44,,5,15,60,15,5,0,,,,,,,,,,"RealGNP",1.5
"1988-51-1987-2",1987,1988,2,51,,4,11,60,21,3,1,,,,,,,,,,"RealGNP",1.5
"1988-54-1987-2",1987,1988,2,54,,0,0,0,65,35,0,,,,,,,,,,"RealGNP",1.5
"1988-60-1987-2",1987,1988,2,60,,0,0,80,20,0,0,,,,,,,,,,"RealGNP",1.5
"1988-62-1987-2",1987,1988,2,62,,0,5,40,40,10,5,,,,,,,,,,"RealGNP",1.5
"1988-65-1987-2",1987,1988,2,65,,0,0,0,100,0,0,,,,,,,,,,"RealGNP",1.5
"1988-66-1987-2",1987,1988,2,66,,,,,,,,,,,,,,,,,"RealGNP",1.5
"1988-69-1987-2",1987,1988,2,69,,10,10,35,35,10,0,,,,,,,,,,"RealGNP",1.5
"1988-70-1987-2",1987,1988,2,70,,0,10,80,10,0,0,,,,,,,,,,"RealGNP",1.5
"1988-72-1987-2",1987,1988,2,72,,0,0,90,10,0,0,,,,,,,,,,"RealGNP",1.5
"1988-79-1987-2",1987,1988,2,79,,0,0,60,40,0,0,,,,,,,,,,"RealGNP",1.5
"1988-80-1987-2",1987,1988,2,80,,0,0,50,40,10,0,,,,,,,,,,"RealGNP",1.5
"1988-82-1987-2",1987,1988,2,82,,0,20,60,20,0,0,,,,,,,,,,"RealGNP",1.5
"1988-84-1987-2",1987,1988,2,84,,15,70,15,0,0,0,,,,,,,,,,"RealGNP",1.5
"1988-86-1987-2",1987,1988,2,86,,0,0,80,20,0,0,,,,,,,,,,"RealGNP",1.5
"1988-94-1987-2",1987,1988,2,94,,5,15,35,20,20,5,,,,,,,,,,"RealGNP",1.5
"1988-100-1987-2",1987,1988,2,100,,0,5,20,50,20,5,,,,,,,,,,"RealGNP",1.5
"1988-105-1987-2",1987,1988,2,105,,5,10,60,20,5,0,,,,,,,,,,"RealGNP",1.5
"1988-106-1987-2",1987,1988,2,106,,0,10,40,35,10,5,,,,,,,,,,"RealGNP",1.5
"1988-2-1987-3",1987,1988,3,2,,0,15,85,0,0,0,,,,,,,,,,"RealGNP",1.25
"1988-9-1987-3",1987,1988,3,9,,0,0,60,40,0,0,,,,,,,,,,"RealGNP",1.25
"1988-15-1987-3",1987,1988,3,15,,,,,,,,,,,,,,,,,"RealGNP",1.25
"1988-30-1987-3",1987,1988,3,30,,0,0,10,70,20,0,,,,,,,,,,"RealGNP",1.25
"1988-35-1987-3",1987,1988,3,35,,2,30,35,30,2,1,,,,,,,,,,"RealGNP",1.25
"1988-43-1987-3",1987,1988,3,43,,0,6,90,3,1,0,,,,,,,,,,"RealGNP",1.25
"1988-44-1987-3",1987,1988,3,44,,5,15,60,15,5,0,,,,,,,,,,"RealGNP",1.25
"1988-51-1987-3",1987,1988,3,51,,3,20,55,15,6,1,,,,,,,,,,"RealGNP",1.25
"1988-60-1987-3",1987,1988,3,60,,0,5,85,10,0,0,,,,,,,,,,"RealGNP",1.25
"1988-62-1987-3",1987,1988,3,62,,5,10,40,30,10,5,,,,,,,,,,"RealGNP",1.25
"1988-65-1987-3",1987,1988,3,65,,0,0,10,80,10,0,,,,,,,,,,"RealGNP",1.25
"1988-66-1987-3",1987,1988,3,66,,,,,,,,,,,,,,,,,"RealGNP",1.25
"1988-69-1987-3",1987,1988,3,69,,0,0,70,30,0,0,,,,,,,,,,"RealGNP",1.25
"1988-70-1987-3",1987,1988,3,70,,0,10,80,10,0,0,,,,,,,,,,"RealGNP",1.25
"1988-72-1987-3",1987,1988,3,72,,0,10,90,0,0,0,,,,,,,,,,"RealGNP",1.25
"1988-79-1987-3",1987,1988,3,79,,0,0,70,20,10,0,,,,,,,,,,"RealGNP",1.25
"1988-82-1987-3",1987,1988,3,82,,0,10,70,20,0,0,,,,,,,,,,"RealGNP",1.25
"1988-84-1987-3",1987,1988,3,84,,0,0,95,5,0,0,,,,,,,,,,"RealGNP",1.25
"1988-86-1987-3",1987,1988,3,86,,0,0,80,20,0,0,,,,,,,,,,"RealGNP",1.25
"1988-94-1987-3",1987,1988,3,94,,0,20,50,20,10,0,,,,,,,,,,"RealGNP",1.25
"1988-99-1987-3",1987,1988,3,99,,3,20,60,10,5,2,,,,,,,,,,"RealGNP",1.25
"1988-100-1987-3",1987,1988,3,100,,5,10,50,20,10,5,,,,,,,,,,"RealGNP",1.25
"1988-15-1987-4",1987,1988,4,15,,0,0,50,40,10,0,,,,,,,,,,"RealGNP",1
"1988-20-1987-4",1987,1988,4,20,,0,15,80,5,0,0,,,,,,,,,,"RealGNP",1
"1988-30-1987-4",1987,1988,4,30,,0,0,20,70,10,0,,,,,,,,,,"RealGNP",1
"1988-35-1987-4",1987,1988,4,35,,0,5,50,30,10,5,,,,,,,,,,"RealGNP",1
"1988-40-1987-4",1987,1988,4,40,,0,0,0,70,30,0,,,,,,,,,,"RealGNP",1
"1988-41-1987-4",1987,1988,4,41,,0,0,100,0,0,0,,,,,,,,,,"RealGNP",1
"1988-43-1987-4",1987,1988,4,43,,0,0,75,25,0,0,,,,,,,,,,"RealGNP",1
"1988-51-1987-4",1987,1988,4,51,,2,13,60,20,4,1,,,,,,,,,,"RealGNP",1
"1988-60-1987-4",1987,1988,4,60,,0,0,67,33,0,0,,,,,,,,,,"RealGNP",1
"1988-62-1987-4",1987,1988,4,62,,,,,,,,,,,,,,,,,"RealGNP",1
"1988-66-1987-4",1987,1988,4,66,,,,,,,,,,,,,,,,,"RealGNP",1
"1988-69-1987-4",1987,1988,4,69,,0,0,30,60,10,0,,,,,,,,,,"RealGNP",1
"1988-70-1987-4",1987,1988,4,70,,0,5,80,15,0,0,,,,,,,,,,"RealGNP",1
"1988-72-1987-4",1987,1988,4,72,,0,0,10,90,0,0,,,,,,,,,,"RealGNP",1
"1988-79-1987-4",1987,1988,4,79,,0,0,60,30,10,0,,,,,,,,,,"RealGNP",1
"1988-82-1987-4",1987,1988,4,82,,0,0,5,65,30,0,,,,,,,,,,"RealGNP",1
"1988-84-1987-4",1987,1988,4,84,,0,15,60,20,5,0,,,,,,,,,,"RealGNP",1
"1988-87-1987-4",1987,1988,4,87,,0,5,60,30,5,0,,,,,,,,,,"RealGNP",1
"1988-94-1987-4",1987,1988,4,94,,0,0,0,40,50,10,,,,,,,,,,"RealGNP",1
"1988-100-1987-4",1987,1988,4,100,,0,10,30,50,5,5,,,,,,,,,,"RealGNP",1
"1989-2-1988-1",1988,1989,1,2,,0,0,100,0,0,0,,,,,,,,,,"RealGNP",1.75
"1989-12-1988-1",1988,1989,1,12,,0,5,25,50,15,5,,,,,,,,,,"RealGNP",1.75
"1989-15-1988-1",1988,1989,1,15,,0,0,90,10,0,0,,,,,,,,,,"RealGNP",1.75
"1989-20-1988-1",1988,1989,1,20,,0,15,80,5,0,0,,,,,,,,,,"RealGNP",1.75
"1989-30-1988-1",1988,1989,1,30,,0,0,0,20,70,10,,,,,,,,,,"RealGNP",1.75
"1989-35-1988-1",1988,1989,1,35,,5,5,25,50,10,5,,,,,,,,,,"RealGNP",1.75
"1989-40-1988-1",1988,1989,1,40,,0,0,60,10,30,0,,,,,,,,,,"RealGNP",1.75
"1989-44-1988-1",1988,1989,1,44,,5,15,60,15,5,0,,,,,,,,,,"RealGNP",1.75
"1989-60-1988-1",1988,1989,1,60,,0,10,70,20,0,0,,,,,,,,,,"RealGNP",1.75
"1989-62-1988-1",1988,1989,1,62,,5,15,30,30,15,5,,,,,,,,,,"RealGNP",1.75
"1989-65-1988-1",1988,1989,1,65,,0,0,50,50,0,0,,,,,,,,,,"RealGNP",1.75
"1989-66-1988-1",1988,1989,1,66,,,,,,,,,,,,,,,,,"RealGNP",1.75
"1989-70-1988-1",1988,1989,1,70,,0,15,70,10,5,0,,,,,,,,,,"RealGNP",1.75
"1989-72-1988-1",1988,1989,1,72,,0,0,67,33,0,0,,,,,,,,,,"RealGNP",1.75
"1989-82-1988-1",1988,1989,1,82,,0,0,45,55,0,0,,,,,,,,,,"RealGNP",1.75
"1989-87-1988-1",1988,1989,1,87,,0,10,80,10,0,0,,,,,,,,,,"RealGNP",1.75
"1989-99-1988-1",1988,1989,1,99,,3,10,50,20,15,2,,,,,,,,,,"RealGNP",1.75
"1989-100-1988-1",1988,1989,1,100,,5,10,30,30,15,10,,,,,,,,,,"RealGNP",1.75
"1989-9-1988-2",1988,1989,2,9,,0,30,40,30,0,0,,,,,,,,,,"RealGNP",1.5
"1989-12-1988-2",1988,1989,2,12,,0,10,40,35,15,0,,,,,,,,,,"RealGNP",1.5
"1989-15-1988-2",1988,1989,2,15,,,,,,,,,,,,,,,,,"RealGNP",1.5
"1989-20-1988-2",1988,1989,2,20,,0,20,80,0,0,0,,,,,,,,,,"RealGNP",1.5
"1989-30-1988-2",1988,1989,2,30,,0,0,0,0,80,20,,,,,,,,,,"RealGNP",1.5
"1989-35-1988-2",1988,1989,2,35,,5,10,20,40,20,5,,,,,,,,,,"RealGNP",1.5
"1989-40-1988-2",1988,1989,2,40,,0,0,60,30,10,0,,,,,,,,,,"RealGNP",1.5
"1989-41-1988-2",1988,1989,2,41,,0,0,60,40,0,0,,,,,,,,,,"RealGNP",1.5
"1989-43-1988-2",1988,1989,2,43,,0,10,50,30,10,0,,,,,,,,,,"RealGNP",1.5
"1989-44-1988-2",1988,1989,2,44,,5,15,60,15,5,0,,,,,,,,,,"RealGNP",1.5
"1989-60-1988-2",1988,1989,2,60,,0,2,80,18,0,0,,,,,,,,,,"RealGNP",1.5
"1989-62-1988-2",1988,1989,2,62,,5,20,30,20,15,10,,,,,,,,,,"RealGNP",1.5
"1989-66-1988-2",1988,1989,2,66,,,,,,,,,,,,,,,,,"RealGNP",1.5
"1989-70-1988-2",1988,1989,2,70,,0,10,60,30,0,0,,,,,,,,,,"RealGNP",1.5
"1989-84-1988-2",1988,1989,2,84,,0,0,53,45,2,0,,,,,,,,,,"RealGNP",1.5
"1989-87-1988-2",1988,1989,2,87,,0,10,70,20,0,0,,,,,,,,,,"RealGNP",1.5
"1989-94-1988-2",1988,1989,2,94,,5,20,40,15,10,10,,,,,,,,,,"RealGNP",1.5
"1989-99-1988-2",1988,1989,2,99,,0,20,50,20,7,3,,,,,,,,,,"RealGNP",1.5
"1989-100-1988-2",1988,1989,2,100,,5,10,15,50,10,10,,,,,,,,,,"RealGNP",1.5
"1989-9-1988-3",1988,1989,3,9,,0,0,60,40,0,0,,,,,,,,,,"RealGNP",1.25
"1989-13-1988-3",1988,1989,3,13,,0,5,60,35,0,0,,,,,,,,,,"RealGNP",1.25
"1989-20-1988-3",1988,1989,3,20,,0,15,80,5,0,0,,,,,,,,,,"RealGNP",1.25
"1989-30-1988-3",1988,1989,3,30,,0,0,0,80,20,0,,,,,,,,,,"RealGNP",1.25
"1989-35-1988-3",1988,1989,3,35,,0,0,35,50,15,0,,,,,,,,,,"RealGNP",1.25
"1989-43-1988-3",1988,1989,3,43,,0,0,80,20,0,0,,,,,,,,,,"RealGNP",1.25
"1989-44-1988-3",1988,1989,3,44,,5,15,60,15,5,0,,,,,,,,,,"RealGNP",1.25
"1989-60-1988-3",1988,1989,3,60,,0,3,92,5,0,0,,,,,,,,,,"RealGNP",1.25
"1989-62-1988-3",1988,1989,3,62,,5,20,30,25,15,5,,,,,,,,,,"RealGNP",1.25
"1989-66-1988-3",1988,1989,3,66,,,,,,,,,,,,,,,,,"RealGNP",1.25
"1989-69-1988-3",1988,1989,3,69,,0,10,50,30,10,0,,,,,,,,,,"RealGNP",1.25
"1989-70-1988-3",1988,1989,3,70,,0,10,70,20,0,0,,,,,,,,,,"RealGNP",1.25
"1989-72-1988-3",1988,1989,3,72,,0,0,90,10,0,0,,,,,,,,,,"RealGNP",1.25
"1989-84-1988-3",1988,1989,3,84,,0,20,60,15,5,0,,,,,,,,,,"RealGNP",1.25
"1989-94-1988-3",1988,1989,3,94,,5,10,40,20,20,5,,,,,,,,,,"RealGNP",1.25
"1989-99-1988-3",1988,1989,3,99,,0,30,60,8,2,0,,,,,,,,,,"RealGNP",1.25
"1989-100-1988-3",1988,1989,3,100,,5,10,25,50,10,0,,,,,,,,,,"RealGNP",1.25
"1989-106-1988-3",1988,1989,3,106,,,,,,,,,,,,,,,,,"RealGNP",1.25
"1989-9-1988-4",1988,1989,4,9,,0,50,40,10,0,0,,,,,,,,,,"RealGNP",1
"1989-15-1988-4",1988,1989,4,15,,,,,,,,,,,,,,,,,"RealGNP",1
"1989-30-1988-4",1988,1989,4,30,,0,15,70,15,0,0,,,,,,,,,,"RealGNP",1
"1989-35-1988-4",1988,1989,4,35,,5,10,20,50,10,5,,,,,,,,,,"RealGNP",1
"1989-40-1988-4",1988,1989,4,40,,0,0,70,15,15,0,,,,,,,,,,"RealGNP",1
"1989-44-1988-4",1988,1989,4,44,,5,15,60,15,5,0,,,,,,,,,,"RealGNP",1
"1989-51-1988-4",1988,1989,4,51,,1,8,70,19,1,1,,,,,,,,,,"RealGNP",1
"1989-60-1988-4",1988,1989,4,60,,0,0,88,12,0,0,,,,,,,,,,"RealGNP",1
"1989-62-1988-4",1988,1989,4,62,,0,10,40,40,10,0,,,,,,,,,,"RealGNP",1
"1989-69-1988-4",1988,1989,4,69,,,,,,,,,,,,,,,,,"RealGNP",1
"1989-70-1988-4",1988,1989,4,70,,0,15,60,25,0,0,,,,,,,,,,"RealGNP",1
"1989-72-1988-4",1988,1989,4,72,,0,0,90,10,0,0,,,,,,,,,,"RealGNP",1
"1989-84-1988-4",1988,1989,4,84,,0,4,75,20,1,0,,,,,,,,,,"RealGNP",1
"1989-99-1988-4",1988,1989,4,99,,3,10,70,15,2,0,,,,,,,,,,"RealGNP",1
"1989-100-1988-4",1988,1989,4,100,,5,20,50,20,5,0,,,,,,,,,,"RealGNP",1
"1990-12-1989-1",1989,1990,1,12,,0,15,40,30,10,5,,,,,,,,,,"RealGNP",1.75
"1990-15-1989-1",1989,1990,1,15,,0,10,60,30,0,0,,,,,,,,,,"RealGNP",1.75
"1990-30-1989-1",1989,1990,1,30,,0,0,0,40,60,0,,,,,,,,,,"RealGNP",1.75
"1990-35-1989-1",1989,1990,1,35,,0,0,30,50,20,0,,,,,,,,,,"RealGNP",1.75
"1990-40-1989-1",1989,1990,1,40,,0,0,67,25,8,0,,,,,,,,,,"RealGNP",1.75
"1990-51-1989-1",1989,1990,1,51,,3,12,60,20,4,1,,,,,,,,,,"RealGNP",1.75
"1990-60-1989-1",1989,1990,1,60,,0,0,75,25,0,0,,,,,,,,,,"RealGNP",1.75
"1990-62-1989-1",1989,1990,1,62,,0,10,30,40,20,0,,,,,,,,,,"RealGNP",1.75
"1990-66-1989-1",1989,1990,1,66,,,,,,,,,,,,,,,,,"RealGNP",1.75
"1990-69-1989-1",1989,1990,1,69,,0,0,50,50,0,0,,,,,,,,,,"RealGNP",1.75
"1990-70-1989-1",1989,1990,1,70,,0,15,50,35,0,0,,,,,,,,,,"RealGNP",1.75
"1990-78-1989-1",1989,1990,1,78,,0,0,50,20,20,10,,,,,,,,,,"RealGNP",1.75
"1990-82-1989-1",1989,1990,1,82,,0,0,10,85,5,0,,,,,,,,,,"RealGNP",1.75
"1990-84-1989-1",1989,1990,1,84,,0,5,15,55,20,5,,,,,,,,,,"RealGNP",1.75
"1990-94-1989-1",1989,1990,1,94,,0,15,40,30,10,5,,,,,,,,,,"RealGNP",1.75
"1990-99-1989-1",1989,1990,1,99,,0,7,55,25,9,4,,,,,,,,,,"RealGNP",1.75
"1990-100-1989-1",1989,1990,1,100,,5,10,30,40,10,5,,,,,,,,,,"RealGNP",1.75
"1990-12-1989-2",1989,1990,2,12,,0,5,15,60,15,5,,,,,,,,,,"RealGNP",1.5
"1990-15-1989-2",1989,1990,2,15,,0,0,10,80,10,0,,,,,,,,,,"RealGNP",1.5
"1990-20-1989-2",1989,1990,2,20,,0,10,90,0,0,0,,,,,,,,,,"RealGNP",1.5
"1990-30-1989-2",1989,1990,2,30,,0,0,40,60,0,0,,,,,,,,,,"RealGNP",1.5
"1990-35-1989-2",1989,1990,2,35,,0,10,30,50,10,0,,,,,,,,,,"RealGNP",1.5
"1990-40-1989-2",1989,1990,2,40,,0,0,0,60,40,0,,,,,,,,,,"RealGNP",1.5
"1990-41-1989-2",1989,1990,2,41,,0,0,80,20,0,0,,,,,,,,,,"RealGNP",1.5
"1990-44-1989-2",1989,1990,2,44,,5,5,15,60,15,0,,,,,,,,,,"RealGNP",1.5
"1990-60-1989-2",1989,1990,2,60,,0,0,85,15,0,0,,,,,,,,,,"RealGNP",1.5
"1990-62-1989-2",1989,1990,2,62,,0,10,30,40,20,0,,,,,,,,,,"RealGNP",1.5
"1990-70-1989-2",1989,1990,2,70,,0,0,60,40,0,0,,,,,,,,,,"RealGNP",1.5
"1990-82-1989-2",1989,1990,2,82,,0,0,10,55,35,0,,,,,,,,,,"RealGNP",1.5
"1990-84-1989-2",1989,1990,2,84,,0,1,50,46,3,0,,,,,,,,,,"RealGNP",1.5
"1990-93-1989-2",1989,1990,2,93,,0,0,40,50,10,0,,,,,,,,,,"RealGNP",1.5
"1990-94-1989-2",1989,1990,2,94,,0,10,45,30,15,0,,,,,,,,,,"RealGNP",1.5
"1990-99-1989-2",1989,1990,2,99,,0,3,30,50,15,2,,,,,,,,,,"RealGNP",1.5
"1990-110-1989-2",1989,1990,2,110,,5,10,25,30,25,5,,,,,,,,,,"RealGNP",1.5
"1990-12-1989-3",1989,1990,3,12,,0,10,35,40,15,0,,,,,,,,,,"RealGNP",1.25
"1990-15-1989-3",1989,1990,3,15,,,,,,,,,,,,,,,,,"RealGNP",1.25
"1990-20-1989-3",1989,1990,3,20,,0,5,80,15,0,0,,,,,,,,,,"RealGNP",1.25
"1990-30-1989-3",1989,1990,3,30,,0,0,10,65,25,0,,,,,,,,,,"RealGNP",1.25
"1990-35-1989-3",1989,1990,3,35,,0,10,30,50,10,0,,,,,,,,,,"RealGNP",1.25
"1990-51-1989-3",1989,1990,3,51,,2,6,37,50,3,2,,,,,,,,,,"RealGNP",1.25
"1990-60-1989-3",1989,1990,3,60,,0,0,80,20,0,0,,,,,,,,,,"RealGNP",1.25
"1990-62-1989-3",1989,1990,3,62,,0,10,30,40,20,0,,,,,,,,,,"RealGNP",1.25
"1990-69-1989-3",1989,1990,3,69,,0,0,20,70,10,0,,,,,,,,,,"RealGNP",1.25
"1990-70-1989-3",1989,1990,3,70,,0,0,70,30,0,0,,,,,,,,,,"RealGNP",1.25
"1990-84-1989-3",1989,1990,3,84,,0,2,50,35,13,0,,,,,,,,,,"RealGNP",1.25
"1990-87-1989-3",1989,1990,3,87,,0,0,10,75,15,0,,,,,,,,,,"RealGNP",1.25
"1990-93-1989-3",1989,1990,3,93,,0,20,50,30,0,0,,,,,,,,,,"RealGNP",1.25
"1990-99-1989-3",1989,1990,3,99,,0,5,85,5,5,0,,,,,,,,,,"RealGNP",1.25
"1990-100-1989-3",1989,1990,3,100,,5,15,40,25,10,5,,,,,,,,,,"RealGNP",1.25
"1990-12-1989-4",1989,1990,4,12,,5,5,35,40,10,5,,,,,,,,,,"RealGNP",1
"1990-15-1989-4",1989,1990,4,15,,0,0,10,85,5,0,,,,,,,,,,"RealGNP",1
"1990-30-1989-4",1989,1990,4,30,,0,0,40,60,0,0,,,,,,,,,,"RealGNP",1
"1990-35-1989-4",1989,1990,4,35,,0,0,20,80,0,0,,,,,,,,,,"RealGNP",1
"1990-40-1989-4",1989,1990,4,40,,0,0,50,50,0,0,,,,,,,,,,"RealGNP",1
"1990-44-1989-4",1989,1990,4,44,,0,5,15,60,15,5,,,,,,,,,,"RealGNP",1
"1990-51-1989-4",1989,1990,4,51,,2,10,44,40,2,2,,,,,,,,,,"RealGNP",1
"1990-60-1989-4",1989,1990,4,60,,0,0,75,25,0,0,,,,,,,,,,"RealGNP",1
"1990-62-1989-4",1989,1990,4,62,,0,5,30,50,15,0,,,,,,,,,,"RealGNP",1
"1990-65-1989-4",1989,1990,4,65,,0,0,0,75,25,0,,,,,,,,,,"RealGNP",1
"1990-66-1989-4",1989,1990,4,66,,,,,,,,,,,,,,,,,"RealGNP",1
"1990-69-1989-4",1989,1990,4,69,,,,,,,,,,,,,,,,,"RealGNP",1
"1990-70-1989-4",1989,1990,4,70,,0,0,60,40,0,0,,,,,,,,,,"RealGNP",1
"1990-78-1989-4",1989,1990,4,78,,0,0,25,55,20,0,,,,,,,,,,"RealGNP",1
"1990-84-1989-4",1989,1990,4,84,,0,60,34,6,0,0,,,,,,,,,,"RealGNP",1
"1990-87-1989-4",1989,1990,4,87,,0,0,20,50,30,0,,,,,,,,,,"RealGNP",1
"1990-100-1989-4",1989,1990,4,100,,5,10,35,35,10,5,,,,,,,,,,"RealGNP",1
"1991-15-1990-1",1990,1991,1,15,,0,0,10,85,5,0,,,,,,,,,,"RealGNP",1.75
"1991-20-1990-1",1990,1991,1,20,,0,10,80,10,0,0,,,,,,,,,,"RealGNP",1.75
"1991-30-1990-1",1990,1991,1,30,,0,0,40,50,10,0,,,,,,,,,,"RealGNP",1.75
"1991-35-1990-1",1990,1991,1,35,,5,10,35,35,10,5,,,,,,,,,,"RealGNP",1.75
"1991-40-1990-1",1990,1991,1,40,,0,0,80,20,0,0,,,,,,,,,,"RealGNP",1.75
"1991-41-1990-1",1990,1991,1,41,,0,0,0,100,0,0,,,,,,,,,,"RealGNP",1.75
"1991-44-1990-1",1990,1991,1,44,,5,15,60,15,5,0,,,,,,,,,,"RealGNP",1.75
"1991-60-1990-1",1990,1991,1,60,,0,0,70,30,0,0,,,,,,,,,,"RealGNP",1.75
"1991-62-1990-1",1990,1991,1,62,,0,10,50,30,5,5,,,,,,,,,,"RealGNP",1.75
"1991-82-1990-1",1990,1991,1,82,,0,0,60,40,0,0,,,,,,,,,,"RealGNP",1.75
"1991-84-1990-1",1990,1991,1,84,,0,0,20,50,20,10,,,,,,,,,,"RealGNP",1.75
"1991-94-1990-1",1990,1991,1,94,,0,7,30,30,30,3,,,,,,,,,,"RealGNP",1.75
