"YEAR FORECAST MADE","QUARTER","YEAR BEING FORECAST","INDICATOR","FORECASTER ID","INDUSTRY","Year.ID.ForecastYear.Quarter","Indicator.Year.ID.ForecastYear.Quarter","BIN 1","BIN 2","BIN 3","BIN 4","BIN 5","BIN 6","BIN 7","BIN 8","BIN 9","BIN 10","BIN 11","BIN 1 prob","BIN 2 prob","BIN 3 prob","BIN 4 prob","BIN 5 prob","BIN 6 prob","BIN 7 prob","BIN 8 prob","BIN 9 prob","BIN 10 prob","BIN 11 prob","BIN 1 midpoint","BIN 2 midpoint","BIN 3 midpoint","BIN 4 midpoint","BIN 5 midpoint","BIN 6 midpoint","BIN 7 midpoint","BIN 8 midpoint","BIN 9 midpoint","BIN 10 midpoint","BIN 11 midpoint","nbin","bin_value_sum","TDIST","actual","ACTUAL_BIN","MAX","NUM_OF_MAX","ACTUAL_CONF","HIT","pred_average","pred_var"
2010,2,2011,"RealGDP",422,1,"2011-422-2010-2","RealGDP-2011-422-2010-2",5,15,17,18,15,10,10,5,2,2,1,0.05,0.15,0.17,0.18,0.15,0.1,0.1,0.05,0.02,0.02,0.01,6.5,5.5,4.5,3.5,2.5,1.5,0.5,-0.5,-1.5,-2.5,-3.5,11,100,1.5,1.55083,6,0.18,1,0.1,0,2.98,4.9096
2010,2,2011,"RealGDP",507,3,"2011-507-2010-2","RealGDP-2011-507-2010-2",0,0,0,52,48,0,0,0,0,0,0,0,0,0,0.52,0.48,0,0,0,0,0,0,6.5,5.5,4.5,3.5,2.5,1.5,0.5,-0.5,-1.5,-2.5,-3.5,11,100,1.5,1.55083,6,0.52,1,0,0,3.02,0.2496
2010,2,2011,"Unemployment",559,1,"2011-559-2010-2","Unemployment-2011-559-2010-2",,,,,,,,,,,,,,,,,,,,,,,11.5,10.5,9.75,9.25,8.75,8.25,7.75,7.25,6.5,5.5,,10,,1.5,9.1,4,,,,,,
2010,2,2011,"Unemployment",498,1,"2011-498-2010-2","Unemployment-2011-498-2010-2",0,0,20,60,20,0,0,0,0,0,,0,0,0.2,0.6,0.2,0,0,0,0,0,,11.5,10.5,9.75,9.25,8.75,8.25,7.75,7.25,6.5,5.5,,10,100,1.5,9.1,4,0.6,1,0.6,1,9.25,0.1
2010,2,2011,"Unemployment",483,3,"2011-483-2010-2","Unemployment-2011-483-2010-2",5,10,15,20,35,15,0,0,0,0,,0.05,0.1,0.15,0.2,0.35,0.15,0,0,0,0,,11.5,10.5,9.75,9.25,8.75,8.25,7.75,7.25,6.5,5.5,,10,100,1.5,9.1,4,0.35,1,0.2,0,9.2375,0.68421875
2010,2,2011,"Unemployment",535,1,"2011-535-2010-2","Unemployment-2011-535-2010-2",0,0,0,5,20,55,20,0,0,0,,0,0,0,0.05,0.2,0.55,0.2,0,0,0,,11.5,10.5,9.75,9.25,8.75,8.25,7.75,7.25,6.5,5.5,,10,100,1.5,9.1,4,0.55,1,0.05,0,8.3,0.1475
2010,2,2011,"Unemployment",472,2,"2011-472-2010-2","Unemployment-2011-472-2010-2",0,0,0,0,40,60,0,0,0,0,,0,0,0,0,0.4,0.6,0,0,0,0,,11.5,10.5,9.75,9.25,8.75,8.25,7.75,7.25,6.5,5.5,,10,100,1.5,9.1,4,0.6,1,0,0,8.45,0.06
2010,2,2011,"Unemployment",532,2,"2011-532-2010-2","Unemployment-2011-532-2010-2",,,,,,,,,,,,,,,,,,,,,,,11.5,10.5,9.75,9.25,8.75,8.25,7.75,7.25,6.5,5.5,,10,,1.5,9.1,4,,,,,,
2010,2,2011,"Unemployment",456,1,"2011-456-2010-2","Unemployment-2011-456-2010-2",2,20,30,25,15,5,3,0,0,0,,0.02,0.2,0.3,0.25,0.15,0.05,0.03,0,0,0,,11.5,10.5,9.75,9.25,8.75,8.25,7.75,7.25,6.5,5.5,,10,100,1.5,9.1,4,0.3,1,0.25,0,9.525,0.568125
2010,2,2011,"Unemployment",564,2,"2011-564-2010-2","Unemployment-2011-564-2010-2",0,2,15,60,15,5,3,0,0,0,,0,0.02,0.15,0.6,0.15,0.05,0.03,0,0,0,,11.5,10.5,9.75,9.25,8.75,8.25,7.75,7.25,6.5,5.5,,10,100,1.5,9.1,4,0.6,1,0.6,1,9.18,0.21885
2010,2,2011,"Unemployment",431,1,"2011-431-2010-2","Unemployment-2011-431-2010-2",0,10,25,40,15,5,5,0,0,0,,0,0.1,0.25,0.4,0.15,0.05,0.05,0,0,0,,11.5,10.5,9.75,9.25,8.75,8.25,7.75,7.25,6.5,5.5,,10,100,1.5,9.1,4,0.4,1,0.4,1,9.3,0.41625
2010,2,2011,"Unemployment",553,2,"2011-553-2010-2","Unemployment-2011-553-2010-2",1.5,8,25,27,20,10,5,3,0.5,0,,0.015,0.08,0.25,0.27,0.2,0.1,0.05,0.03,0.005,0,,11.5,10.5,9.75,9.25,8.75,8.25,7.75,7.25,6.5,5.5,,10,100,1.5,9.1,4,0.27,1,0.27,1,9.16,0.67565
2010,2,2011,"Unemployment",558,1,"2011-558-2010-2","Unemployment-2011-558-2010-2",20,0,50,0,0,30,0,0,0,0,,0.2,0,0.5,0,0,0.3,0,0,0,0,,11.5,10.5,9.75,9.25,8.75,8.25,7.75,7.25,6.5,5.5,,10,100,1.5,9.1,4,0.5,1,0,0,9.65,1.2775
2010,2,2011,"Unemployment",560,2,"2011-560-2010-2","Unemployment-2011-560-2010-2",0,0,0,0,0,0,5,20,40,35,,0,0,0,0,0,0,0.05,0.2,0.4,0.35,,11.5,10.5,9.75,9.25,8.75,8.25,7.75,7.25,6.5,5.5,,10,100,1.5,9.1,4,0.4,1,0,0,6.3625,0.52171875
2010,2,2011,"Unemployment",549,1,"2011-549-2010-2","Unemployment-2011-549-2010-2",0,0,20,60,20,0,0,0,0,0,,0,0,0.2,0.6,0.2,0,0,0,0,0,,11.5,10.5,9.75,9.25,8.75,8.25,7.75,7.25,6.5,5.5,,10,100,1.5,9.1,4,0.6,1,0.6,1,9.25,0.1
2010,2,2011,"Unemployment",423,2,"2011-423-2010-2","Unemployment-2011-423-2010-2",,,,,,,,,,,,,,,,,,,,,,,11.5,10.5,9.75,9.25,8.75,8.25,7.75,7.25,6.5,5.5,,10,,1.5,9.1,4,,,,,,
2010,2,2011,"Unemployment",540,2,"2011-540-2010-2","Unemployment-2011-540-2010-2",0,0,5,40,50,5,0,0,0,0,,0,0,0.05,0.4,0.5,0.05,0,0,0,0,,11.5,10.5,9.75,9.25,8.75,8.25,7.75,7.25,6.5,5.5,,10,100,1.5,9.1,4,0.5,1,0.4,0,8.975,0.111875
2010,2,2011,"Unemployment",507,3,"2011-507-2010-2","Unemployment-2011-507-2010-2",0,5,15,25,30,25,0,0,0,0,,0,0.05,0.15,0.25,0.3,0.25,0,0,0,0,,11.5,10.5,9.75,9.25,8.75,8.25,7.75,7.25,6.5,5.5,,10,100,1.5,9.1,4,0.3,1,0.25,0,8.9875,0.37171875
2010,2,2011,"Unemployment",407,2,"2011-407-2010-2","Unemployment-2011-407-2010-2",0,0,0,15,20,60,5,0,0,0,,0,0,0,0.15,0.2,0.6,0.05,0,0,0,,11.5,10.5,9.75,9.25,8.75,8.25,7.75,7.25,6.5,5.5,,10,100,1.5,9.1,4,0.6,1,0.15,0,8.475,0.161875
2010,2,2011,"Unemployment",528,1,"2011-528-2010-2","Unemployment-2011-528-2010-2",0,0,0,40,40,20,0,0,0,0,,0,0,0,0.4,0.4,0.2,0,0,0,0,,11.5,10.5,9.75,9.25,8.75,8.25,7.75,7.25,6.5,5.5,,10,100,1.5,9.1,4,0.4,2,0.4,0.5,8.85,0.14
2010,2,2011,"Unemployment",506,2,"2011-506-2010-2","Unemployment-2011-506-2010-2",0,0,30,40,30,0,0,0,0,0,,0,0,0.3,0.4,0.3,0,0,0,0,0,,11.5,10.5,9.75,9.25,8.75,8.25,7.75,7.25,6.5,5.5,,10,100,1.5,9.1,4,0.4,1,0.4,1,9.25,0.15
2010,2,2011,"Unemployment",546,1,"2011-546-2010-2","Unemployment-2011-546-2010-2",1,14,17,23,18,12,7,5,2,1,,0.01,0.14,0.17,0.23,0.18,0.12,0.07,0.05,0.02,0.01,,11.5,10.5,9.75,9.25,8.75,8.25,7.75,7.25,6.5,5.5,,10,100,1.5,9.1,4,0.23,1,0.23,1,9.025,1.075625
2010,2,2011,"Unemployment",551,2,"2011-551-2010-2","Unemployment-2011-551-2010-2",,,,,,,,,,,,,,,,,,,,,,,11.5,10.5,9.75,9.25,8.75,8.25,7.75,7.25,6.5,5.5,,10,,1.5,9.1,4,,,,,,
2010,2,2011,"Unemployment",527,2,"2011-527-2010-2","Unemployment-2011-527-2010-2",0,0,0,40,60,0,0,0,0,0,,0,0,0,0.4,0.6,0,0,0,0,0,,11.5,10.5,9.75,9.25,8.75,8.25,7.75,7.25,6.5,5.5,,10,100,1.5,9.1,4,0.6,1,0.4,0,8.95,0.06
2010,2,2012,"RealGDP",426,2,"2012-426-2010-2","RealGDP-2012-426-2010-2",,,,,,,,,,,,,,,,,,,,,,,6.5,5.5,4.5,3.5,2.5,1.5,0.5,-0.5,-1.5,-2.5,-3.5,11,,2.5,2.24955,5,,,,,,
2010,2,2012,"RealGDP",541,1,"2012-541-2010-2","RealGDP-2012-541-2010-2",0,0,20,30,30,15,5,0,0,0,0,0,0,0.2,0.3,0.3,0.15,0.05,0,0,0,0,6.5,5.5,4.5,3.5,2.5,1.5,0.5,-0.5,-1.5,-2.5,-3.5,11,100,2.5,2.24955,5,0.3,2,0.3,0.5,2.95,1.2475
2010,2,2012,"RealGDP",548,2,"2012-548-2010-2","RealGDP-2012-548-2010-2",0,0,15,70,15,0,0,0,0,0,0,0,0,0.15,0.7,0.15,0,0,0,0,0,0,6.5,5.5,4.5,3.5,2.5,1.5,0.5,-0.5,-1.5,-2.5,-3.5,11,100,2.5,2.24955,5,0.7,1,0.15,0,3.5,0.3
2010,2,2012,"RealGDP",510,2,"2012-510-2010-2","RealGDP-2012-510-2010-2",0,0,10,30,50,10,0,0,0,0,0,0,0,0.1,0.3,0.5,0.1,0,0,0,0,0,6.5,5.5,4.5,3.5,2.5,1.5,0.5,-0.5,-1.5,-2.5,-3.5,11,100,2.5,2.24955,5,0.5,1,0.5,1,2.9,0.64
2010,2,2012,"RealGDP",504,1,"2012-504-2010-2","RealGDP-2012-504-2010-2",0,5,15,40,25,10,5,0,0,0,0,0,0.05,0.15,0.4,0.25,0.1,0.05,0,0,0,0,6.5,5.5,4.5,3.5,2.5,1.5,0.5,-0.5,-1.5,-2.5,-3.5,11,100,2.5,2.24955,5,0.4,1,0.25,0,3.15,1.3275
2010,2,2012,"RealGDP",532,2,"2012-532-2010-2","RealGDP-2012-532-2010-2",,,,,,,,,,,,,,,,,,,,,,,6.5,5.5,4.5,3.5,2.5,1.5,0.5,-0.5,-1.5,-2.5,-3.5,11,,2.5,2.24955,5,,,,,,
2010,2,2012,"RealGDP",498,1,"2012-498-2010-2","RealGDP-2012-498-2010-2",,,,,,,,,,,,,,,,,,,,,,,6.5,5.5,4.5,3.5,2.5,1.5,0.5,-0.5,-1.5,-2.5,-3.5,11,,2.5,2.24955,5,,,,,,
2010,2,2012,"RealGDP",484,2,"2012-484-2010-2","RealGDP-2012-484-2010-2",1,3,8,14,32,18,10,8,5,1,0,0.01,0.03,0.08,0.14,0.32,0.18,0.1,0.08,0.05,0.01,0,6.5,5.5,4.5,3.5,2.5,1.5,0.5,-0.5,-1.5,-2.5,-3.5,11,100,2.5,2.24955,5,0.32,1,0.32,1,2.06,3.0464
2010,2,2012,"RealGDP",558,1,"2012-558-2010-2","RealGDP-2012-558-2010-2",0,0,20,50,30,0,0,0,0,0,0,0,0,0.2,0.5,0.3,0,0,0,0,0,0,6.5,5.5,4.5,3.5,2.5,1.5,0.5,-0.5,-1.5,-2.5,-3.5,11,100,2.5,2.24955,5,0.5,1,0.3,0,3.4,0.49
2010,2,2012,"RealGDP",431,1,"2012-431-2010-2","RealGDP-2012-431-2010-2",0,0,5,30,30,20,10,5,0,0,0,0,0,0.05,0.3,0.3,0.2,0.1,0.05,0,0,0,6.5,5.5,4.5,3.5,2.5,1.5,0.5,-0.5,-1.5,-2.5,-3.5,11,100,2.5,2.24955,5,0.3,2,0.3,0.5,2.35,1.5275
2010,2,2012,"RealGDP",472,2,"2012-472-2010-2","RealGDP-2012-472-2010-2",,,,,,,,,,,,,,,,,,,,,,,6.5,5.5,4.5,3.5,2.5,1.5,0.5,-0.5,-1.5,-2.5,-3.5,11,,2.5,2.24955,5,,,,,,
2010,2,2012,"RealGDP",563,2,"2012-563-2010-2","RealGDP-2012-563-2010-2",2.84,8.4,20.12,27.48,21.6,12.84,4.92,1.32,0.4,0.04,0.04,0.0284,0.084,0.2012,0.2748,0.216,0.1284,0.0492,0.0132,0.004,4e-04,4e-04,6.5,5.5,4.5,3.5,2.5,1.5,0.5,-0.5,-1.5,-2.5,-3.5,11,100,2.5,2.24955,5,0.2748,1,0.216,0,3.256,2.250864
2010,2,2012,"RealGDP",527,2,"2012-527-2010-2","RealGDP-2012-527-2010-2",0,0,5,60,35,0,0,0,0,0,0,0,0,0.05,0.6,0.35,0,0,0,0,0,0,6.5,5.5,4.5,3.5,2.5,1.5,0.5,-0.5,-1.5,-2.5,-3.5,11,100,2.5,2.24955,5,0.6,1,0.35,0,3.2,0.31
2010,2,2012,"RealGDP",506,2,"2012-506-2010-2","RealGDP-2012-506-2010-2",0,0,20,40,30,10,0,0,0,0,0,0,0,0.2,0.4,0.3,0.1,0,0,0,0,0,6.5,5.5,4.5,3.5,2.5,1.5,0.5,-0.5,-1.5,-2.5,-3.5,11,100,2.5,2.24955,5,0.4,1,0.3,0,3.2,0.81
2010,2,2012,"RealGDP",553,2,"2012-553-2010-2","RealGDP-2012-553-2010-2",,,,,,,,,,,,,,,,,,,,,,,6.5,5.5,4.5,3.5,2.5,1.5,0.5,-0.5,-1.5,-2.5,-3.5,11,,2.5,2.24955,5,,,,,,
2010,2,2012,"RealGDP",556,1,"2012-556-2010-2","RealGDP-2012-556-2010-2",5,10,25,25,20,10,5,0,0,0,0,0.05,0.1,0.25,0.25,0.2,0.1,0.05,0,0,0,0,6.5,5.5,4.5,3.5,2.5,1.5,0.5,-0.5,-1.5,-2.5,-3.5,11,100,2.5,2.24955,5,0.25,2,0.2,0,3.55,2.1475
2010,2,2012,"RealGDP",555,1,"2012-555-2010-2","RealGDP-2012-555-2010-2",0,0,20,60,20,0,0,0,0,0,0,0,0,0.2,0.6,0.2,0,0,0,0,0,0,6.5,5.5,4.5,3.5,2.5,1.5,0.5,-0.5,-1.5,-2.5,-3.5,11,100,2.5,2.24955,5,0.6,1,0.2,0,3.5,0.4
2010,2,2012,"RealGDP",535,1,"2012-535-2010-2","RealGDP-2012-535-2010-2",0,0,50,40,10,0,0,0,0,0,0,0,0,0.5,0.4,0.1,0,0,0,0,0,0,6.5,5.5,4.5,3.5,2.5,1.5,0.5,-0.5,-1.5,-2.5,-3.5,11,100,2.5,2.24955,5,0.5,1,0.1,0,3.9,0.44
2010,2,2012,"RealGDP",564,2,"2012-564-2010-2","RealGDP-2012-564-2010-2",,,,,,,,,,,,,,,,,,,,,,,6.5,5.5,4.5,3.5,2.5,1.5,0.5,-0.5,-1.5,-2.5,-3.5,11,,2.5,2.24955,5,,,,,,
2010,2,2012,"RealGDP",560,2,"2012-560-2010-2","RealGDP-2012-560-2010-2",0,5,10,20,30,20,15,0,0,0,0,0,0.05,0.1,0.2,0.3,0.2,0.15,0,0,0,0,6.5,5.5,4.5,3.5,2.5,1.5,0.5,-0.5,-1.5,-2.5,-3.5,11,100,2.5,2.24955,5,0.3,1,0.3,1,2.55,1.8475
2010,2,2012,"RealGDP",428,2,"2012-428-2010-2","RealGDP-2012-428-2010-2",,,,,,,,,,,,,,,,,,,,,,,6.5,5.5,4.5,3.5,2.5,1.5,0.5,-0.5,-1.5,-2.5,-3.5,11,,2.5,2.24955,5,,,,,,
2010,2,2012,"RealGDP",528,1,"2012-528-2010-2","RealGDP-2012-528-2010-2",0,0,20,50,30,0,0,0,0,0,0,0,0,0.2,0.5,0.3,0,0,0,0,0,0,6.5,5.5,4.5,3.5,2.5,1.5,0.5,-0.5,-1.5,-2.5,-3.5,11,100,2.5,2.24955,5,0.5,1,0.3,0,3.4,0.49
2010,2,2012,"Unemployment",549,1,"2012-549-2010-2","Unemployment-2012-549-2010-2",,,,,,,,,,,,,,,,,,,,,,,11.5,10.5,9.75,9.25,8.75,8.25,7.75,7.25,6.5,5.5,,10,,2.5,8.3,6,,,,,,
2010,2,2012,"Unemployment",532,2,"2012-532-2010-2","Unemployment-2012-532-2010-2",,,,,,,,,,,,,,,,,,,,,,,11.5,10.5,9.75,9.25,8.75,8.25,7.75,7.25,6.5,5.5,,10,,2.5,8.3,6,,,,,,
2010,2,2012,"Unemployment",423,2,"2012-423-2010-2","Unemployment-2012-423-2010-2",,,,,,,,,,,,,,,,,,,,,,,11.5,10.5,9.75,9.25,8.75,8.25,7.75,7.25,6.5,5.5,,10,,2.5,8.3,6,,,,,,
2010,2,2012,"Unemployment",560,2,"2012-560-2010-2","Unemployment-2012-560-2010-2",0,0,0,0,0,0,0,5,30,65,,0,0,0,0,0,0,0,0.05,0.3,0.65,,11.5,10.5,9.75,9.25,8.75,8.25,7.75,7.25,6.5,5.5,,10,100,2.5,8.3,6,0.65,1,0,0,5.8875,0.30296875
2010,2,2012,"Unemployment",546,1,"2012-546-2010-2","Unemployment-2012-546-2010-2",,,,,,,,,,,,,,,,,,,,,,,11.5,10.5,9.75,9.25,8.75,8.25,7.75,7.25,6.5,5.5,,10,,2.5,8.3,6,,,,,,
2010,2,2012,"Unemployment",422,1,"2012-422-2010-2","Unemployment-2012-422-2010-2",,,,,,,,,,,,,,,,,,,,,,,11.5,10.5,9.75,9.25,8.75,8.25,7.75,7.25,6.5,5.5,,10,,2.5,8.3,6,,,,,,
2010,2,2012,"Unemployment",559,1,"2012-559-2010-2","Unemployment-2012-559-2010-2",,,,,,,,,,,,,,,,,,,,,,,11.5,10.5,9.75,9.25,8.75,8.25,7.75,7.25,6.5,5.5,,10,,2.5,8.3,6,,,,,,
2010,2,2012,"Unemployment",506,2,"2012-506-2010-2","Unemployment-2012-506-2010-2",0,0,0,10,20,40,20,10,0,0,,0,0,0,0.1,0.2,0.4,0.2,0.1,0,0,,11.5,10.5,9.75,9.25,8.75,8.25,7.75,7.25,6.5,5.5,,10,100,2.5,8.3,6,0.4,1,0.4,1,8.25,0.3
2010,2,2012,"Unemployment",564,2,"2012-564-2010-2","Unemployment-2012-564-2010-2",,,,,,,,,,,,,,,,,,,,,,,11.5,10.5,9.75,9.25,8.75,8.25,7.75,7.25,6.5,5.5,,10,,2.5,8.3,6,,,,,,
2010,2,2012,"Unemployment",551,2,"2012-551-2010-2","Unemployment-2012-551-2010-2",,,,,,,,,,,,,,,,,,,,,,,11.5,10.5,9.75,9.25,8.75,8.25,7.75,7.25,6.5,5.5,,10,,2.5,8.3,6,,,,,,
2010,2,2012,"Unemployment",557,1,"2012-557-2010-2","Unemployment-2012-557-2010-2",,,,,,,,,,,,,,,,,,,,,,,11.5,10.5,9.75,9.25,8.75,8.25,7.75,7.25,6.5,5.5,,10,,2.5,8.3,6,,,,,,
2010,2,2012,"Unemployment",520,2,"2012-520-2010-2","Unemployment-2012-520-2010-2",,,,,,,,,,,,,,,,,,,,,,,11.5,10.5,9.75,9.25,8.75,8.25,7.75,7.25,6.5,5.5,,10,,2.5,8.3,6,,,,,,
2010,2,2012,"Unemployment",542,1,"2012-542-2010-2","Unemployment-2012-542-2010-2",0,0,0,2,3,10,30,30,15,10,,0,0,0,0.02,0.03,0.1,0.3,0.3,0.15,0.1,,11.5,10.5,9.75,9.25,8.75,8.25,7.75,7.25,6.5,5.5,,10,100,2.5,8.3,6,0.3,2,0.1,0,7.2975,0.71086875
2010,2,2012,"Unemployment",528,1,"2012-528-2010-2","Unemployment-2012-528-2010-2",0,0,0,0,20,50,30,0,0,0,,0,0,0,0,0.2,0.5,0.3,0,0,0,,11.5,10.5,9.75,9.25,8.75,8.25,7.75,7.25,6.5,5.5,,10,100,2.5,8.3,6,0.5,1,0.5,1,8.2,0.1225
2010,2,2012,"Unemployment",483,3,"2012-483-2010-2","Unemployment-2012-483-2010-2",3,5,10,12,15,28,15,5,4,3,,0.03,0.05,0.1,0.12,0.15,0.28,0.15,0.05,0.04,0.03,,11.5,10.5,9.75,9.25,8.75,8.25,7.75,7.25,6.5,5.5,,10,100,2.5,8.3,6,0.28,1,0.28,1,8.5275,1.31236875
2010,2,2012,"Unemployment",541,1,"2012-541-2010-2","Unemployment-2012-541-2010-2",0,0,0,10,20,35,20,15,0,0,,0,0,0,0.1,0.2,0.35,0.2,0.15,0,0,,11.5,10.5,9.75,9.25,8.75,8.25,7.75,7.25,6.5,5.5,,10,100,2.5,8.3,6,0.35,1,0.35,1,8.2,0.3475
2010,2,2012,"Unemployment",426,2,"2012-426-2010-2","Unemployment-2012-426-2010-2",,,,,,,,,,,,,,,,,,,,,,,11.5,10.5,9.75,9.25,8.75,8.25,7.75,7.25,6.5,5.5,,10,,2.5,8.3,6,,,,,,
2010,2,2012,"Unemployment",504,1,"2012-504-2010-2","Unemployment-2012-504-2010-2",0,5,25,50,20,0,0,0,0,0,,0,0.05,0.25,0.5,0.2,0,0,0,0,0,,11.5,10.5,9.75,9.25,8.75,8.25,7.75,7.25,6.5,5.5,,10,100,2.5,8.3,6,0.5,1,0,0,9.3375,0.18296875
2010,2,2012,"Unemployment",518,2,"2012-518-2010-2","Unemployment-2012-518-2010-2",0,0,10,45,30,15,0,0,0,0,,0,0,0.1,0.45,0.3,0.15,0,0,0,0,,11.5,10.5,9.75,9.25,8.75,8.25,7.75,7.25,6.5,5.5,,10,100,2.5,8.3,6,0.45,1,0.15,0,9,0.1875
2010,2,2012,"Unemployment",424,1,"2012-424-2010-2","Unemployment-2012-424-2010-2",,,,,,,,,,,,,,,,,,,,,,,11.5,10.5,9.75,9.25,8.75,8.25,7.75,7.25,6.5,5.5,,10,,2.5,8.3,6,,,,,,
2010,2,2012,"Unemployment",507,3,"2012-507-2010-2","Unemployment-2012-507-2010-2",0,0,0,0,5,25,45,25,0,0,,0,0,0,0,0.05,0.25,0.45,0.25,0,0,,11.5,10.5,9.75,9.25,8.75,8.25,7.75,7.25,6.5,5.5,,10,100,2.5,8.3,6,0.45,1,0.25,0,7.8,0.1725
2010,2,2012,"Unemployment",563,2,"2012-563-2010-2","Unemployment-2012-563-2010-2",0,0,0.04,0.04,0.68,1.64,4.64,11.52,46.12,35.32,,0,0,4e-04,4e-04,0.0068,0.0164,0.0464,0.1152,0.4612,0.3532,,11.5,10.5,9.75,9.25,8.75,8.25,7.75,7.25,6.5,5.5,,10,100,2.5,8.3,6,0.4612,1,0.0164,0,6.3376,0.55602624
2010,2,2013,"RealGDP",472,2,"2013-472-2010-2","RealGDP-2013-472-2010-2",,,,,,,,,,,,,,,,,,,,,,,6.5,5.5,4.5,3.5,2.5,1.5,0.5,-0.5,-1.5,-2.5,-3.5,11,,3.5,1.84208,6,,,,,,
2010,2,2013,"RealGDP",551,2,"2013-551-2010-2","RealGDP-2013-551-2010-2",,,,,,,,,,,,,,,,,,,,,,,6.5,5.5,4.5,3.5,2.5,1.5,0.5,-0.5,-1.5,-2.5,-3.5,11,,3.5,1.84208,6,,,,,,
2010,2,2013,"RealGDP",483,3,"2013-483-2010-2","RealGDP-2013-483-2010-2",8,10,15,35,15,9,6,2,0,0,0,0.08,0.1,0.15,0.35,0.15,0.09,0.06,0.02,0,0,0,6.5,5.5,4.5,3.5,2.5,1.5,0.5,-0.5,-1.5,-2.5,-3.5,11,100,3.5,1.84208,6,0.35,1,0.09,0,3.5,2.64
2010,2,2013,"RealGDP",423,2,"2013-423-2010-2","RealGDP-2013-423-2010-2",,,,,,,,,,,,,,,,,,,,,,,6.5,5.5,4.5,3.5,2.5,1.5,0.5,-0.5,-1.5,-2.5,-3.5,11,,3.5,1.84208,6,,,,,,
2010,2,2013,"RealGDP",484,2,"2013-484-2010-2","RealGDP-2013-484-2010-2",1,3,8,14,32,18,10,8,5,1,0,0.01,0.03,0.08,0.14,0.32,0.18,0.1,0.08,0.05,0.01,0,6.5,5.5,4.5,3.5,2.5,1.5,0.5,-0.5,-1.5,-2.5,-3.5,11,100,3.5,1.84208,6,0.32,1,0.18,0,2.06,3.0464
2010,2,2013,"RealGDP",527,2,"2013-527-2010-2","RealGDP-2013-527-2010-2",0,0,0,35,60,5,0,0,0,0,0,0,0,0,0.35,0.6,0.05,0,0,0,0,0,6.5,5.5,4.5,3.5,2.5,1.5,0.5,-0.5,-1.5,-2.5,-3.5,11,100,3.5,1.84208,6,0.6,1,0.05,0,2.8,0.31
2010,2,2013,"RealGDP",540,2,"2013-540-2010-2","RealGDP-2013-540-2010-2",0,0,0,15,75,10,0,0,0,0,0,0,0,0,0.15,0.75,0.1,0,0,0,0,0,6.5,5.5,4.5,3.5,2.5,1.5,0.5,-0.5,-1.5,-2.5,-3.5,11,100,3.5,1.84208,6,0.75,1,0.1,0,2.55,0.2475
2010,2,2013,"RealGDP",504,1,"2013-504-2010-2","RealGDP-2013-504-2010-2",0,5,15,40,25,10,5,0,0,0,0,0,0.05,0.15,0.4,0.25,0.1,0.05,0,0,0,0,6.5,5.5,4.5,3.5,2.5,1.5,0.5,-0.5,-1.5,-2.5,-3.5,11,100,3.5,1.84208,6,0.4,1,0.1,0,3.15,1.3275
2010,2,2013,"RealGDP",520,2,"2013-520-2010-2","RealGDP-2013-520-2010-2",,,,,,,,,,,,,,,,,,,,,,,6.5,5.5,4.5,3.5,2.5,1.5,0.5,-0.5,-1.5,-2.5,-3.5,11,,3.5,1.84208,6,,,,,,
2010,2,2013,"RealGDP",510,2,"2013-510-2010-2","RealGDP-2013-510-2010-2",0,0,0,30,30,30,10,0,0,0,0,0,0,0,0.3,0.3,0.3,0.1,0,0,0,0,6.5,5.5,4.5,3.5,2.5,1.5,0.5,-0.5,-1.5,-2.5,-3.5,11,100,3.5,1.84208,6,0.3,3,0.3,0.333333333333333,2.3,0.96
2010,2,2013,"RealGDP",456,1,"2013-456-2010-2","RealGDP-2013-456-2010-2",5,20,35,20,10,5,3,2,0,0,0,0.05,0.2,0.35,0.2,0.1,0.05,0.03,0.02,0,0,0,6.5,5.5,4.5,3.5,2.5,1.5,0.5,-0.5,-1.5,-2.5,-3.5,11,100,3.5,1.84208,6,0.35,1,0.05,0,4.03,2.2091
2010,2,2013,"RealGDP",506,2,"2013-506-2010-2","RealGDP-2013-506-2010-2",0,0,15,40,30,15,0,0,0,0,0,0,0,0.15,0.4,0.3,0.15,0,0,0,0,0,6.5,5.5,4.5,3.5,2.5,1.5,0.5,-0.5,-1.5,-2.5,-3.5,11,100,3.5,1.84208,6,0.4,1,0.15,0,3.05,0.8475
2010,2,2013,"RealGDP",558,1,"2013-558-2010-2","RealGDP-2013-558-2010-2",0,0,70,0,30,0,0,0,0,0,0,0,0,0.7,0,0.3,0,0,0,0,0,0,6.5,5.5,4.5,3.5,2.5,1.5,0.5,-0.5,-1.5,-2.5,-3.5,11,100,3.5,1.84208,6,0.7,1,0,0,3.9,0.84
2010,2,2013,"RealGDP",528,1,"2013-528-2010-2","RealGDP-2013-528-2010-2",0,0,10,40,40,10,0,0,0,0,0,0,0,0.1,0.4,0.4,0.1,0,0,0,0,0,6.5,5.5,4.5,3.5,2.5,1.5,0.5,-0.5,-1.5,-2.5,-3.5,11,100,3.5,1.84208,6,0.4,2,0.1,0,3,0.65
