Year.ID.ForecastYear.Quarter,YEAR FORECAST MADE,YEAR BEING FORECAST,QUARTER,FORECASTER ID,INDUSTRY,BIN 1,BIN 2,BIN 3,BIN 4,BIN 5,BIN 6,BIN 7,BIN 8,BIN 9,BIN 10,INDICATOR,TDIST
2013-422-2011-1,2011,2013,1,422,1.0,0.0,2.0,3.0,5.0,5.0,5.0,10.0,25.0,30.0,15.0,Unemployment,2.75
2013-423-2011-1,2011,2013,1,423,2.0,3.7817,3.6298,5.8305,8.4031,10.8663,12.6076,13.1248,22.5334,12.938,6.2834,Unemployment,2.75
2013-424-2011-1,2011,2013,1,424,1.0,,,,,,,,,,,Unemployment,2.75
2013-426-2011-1,2011,2013,1,426,2.0,,,,,,,,,,,Unemployment,2.75
2013-428-2011-1,2011,2013,1,428,2.0,,,,,,,,,,,Unemployment,2.75
2013-431-2011-1,2011,2013,1,431,1.0,0.0,0.0,0.0,10.0,20.0,50.0,20.0,0.0,0.0,0.0,Unemployment,2.75
2013-446-2011-1,2011,2013,1,446,2.0,0.0,0.0,0.0,0.0,0.0,12.0,25.0,40.0,23.0,0.0,Unemployment,2.75
2013-456-2011-1,2011,2013,1,456,1.0,0.0,0.0,0.0,5.0,20.0,35.0,30.0,10.0,0.0,0.0,Unemployment,2.75
2013-483-2011-1,2011,2013,1,483,3.0,1.0,4.0,5.0,7.0,10.0,12.0,25.0,20.0,13.0,3.0,Unemployment,2.75
2013-484-2011-1,2011,2013,1,484,2.0,0.0,1.0,2.0,6.0,19.0,26.0,24.0,15.0,6.0,1.0,Unemployment,2.75
2013-498-2011-1,2011,2013,1,498,1.0,,,,,,,,,,,Unemployment,2.75
2013-504-2011-1,2011,2013,1,504,1.0,0.0,0.0,5.0,10.0,25.0,50.0,10.0,0.0,0.0,0.0,Unemployment,2.75
2013-506-2011-1,2011,2013,1,506,2.0,,,,,,,,,,,Unemployment,2.75
2013-507-2011-1,2011,2013,1,507,3.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,45.0,45.0,0.0,Unemployment,2.75
2013-508-2011-1,2011,2013,1,508,2.0,0.0,0.0,0.0,1.0,4.0,15.0,40.0,20.0,15.0,5.0,Unemployment,2.75
2013-510-2011-1,2011,2013,1,510,2.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,60.0,20.0,0.0,Unemployment,2.75
2013-516-2011-1,2011,2013,1,516,1.0,1.0,6.0,8.0,10.0,20.0,25.0,15.0,9.0,5.0,1.0,Unemployment,2.75
2013-518-2011-1,2011,2013,1,518,2.0,0.0,0.0,0.0,10.0,50.0,25.0,15.0,0.0,0.0,0.0,Unemployment,2.75
2013-520-2011-1,2011,2013,1,520,2.0,,,,,,,,,,,Unemployment,2.75
2013-524-2011-1,2011,2013,1,524,2.0,0.0,0.0,0.0,5.0,15.0,20.0,30.0,20.0,10.0,0.0,Unemployment,2.75
2013-526-2011-1,2011,2013,1,526,2.0,,,,,,,,,,,Unemployment,2.75
2013-527-2011-1,2011,2013,1,527,2.0,0.0,0.0,0.0,0.0,40.0,40.0,20.0,0.0,0.0,0.0,Unemployment,2.75
2013-528-2011-1,2011,2013,1,528,1.0,0.0,0.0,0.0,0.0,0.0,30.0,50.0,20.0,0.0,0.0,Unemployment,2.75
2013-532-2011-1,2011,2013,1,532,2.0,,,,,,,,,,,Unemployment,2.75
2013-535-2011-1,2011,2013,1,535,1.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,20.0,40.0,25.0,Unemployment,2.75
2013-538-2011-1,2011,2013,1,538,2.0,0.0,0.0,5.0,25.0,30.0,25.0,10.0,5.0,0.0,0.0,Unemployment,2.75
2013-540-2011-1,2011,2013,1,540,2.0,0.0,0.0,0.0,5.0,50.0,40.0,5.0,0.0,0.0,0.0,Unemployment,2.75
2013-542-2011-1,2011,2013,1,542,1.0,0.0,0.0,0.0,0.0,5.0,10.0,15.0,30.0,35.0,5.0,Unemployment,2.75
2013-548-2011-1,2011,2013,1,548,2.0,0.0,0.0,0.0,0.0,20.0,70.0,10.0,0.0,0.0,0.0,Unemployment,2.75
2013-549-2011-1,2011,2013,1,549,1.0,,,,,,,,,,,Unemployment,2.75
2013-553-2011-1,2011,2013,1,553,2.0,0.0,0.0,3.0,12.0,20.0,25.0,20.0,15.0,5.0,0.0,Unemployment,2.75
2013-555-2011-1,2011,2013,1,555,1.0,0.0,0.0,0.0,20.0,40.0,20.0,20.0,0.0,0.0,0.0,Unemployment,2.75
2013-556-2011-1,2011,2013,1,556,1.0,0.0,0.0,2.5,7.5,12.5,17.5,20.0,20.0,12.5,7.5,Unemployment,2.75
2013-557-2011-1,2011,2013,1,557,1.0,1.0,2.0,4.0,8.0,14.0,28.0,19.0,14.0,8.0,2.0,Unemployment,2.75
2013-558-2011-1,2011,2013,1,558,1.0,0.0,0.0,0.0,20.0,0.0,0.0,50.0,0.0,30.0,0.0,Unemployment,2.75
2013-560-2011-1,2011,2013,1,560,2.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,35.0,30.0,20.0,Unemployment,2.75
2013-561-2011-1,2011,2013,1,561,2.0,0.0,0.0,0.0,0.0,70.0,30.0,0.0,0.0,0.0,0.0,Unemployment,2.75
2013-563-2011-1,2011,2013,1,563,2.0,0.0,0.0,0.0,0.32,1.24,3.48,10.68,19.6,43.4,21.28,Unemployment,2.75
2013-564-2011-1,2011,2013,1,564,2.0,0.0,0.0,0.0,5.0,20.0,50.0,10.0,10.0,5.0,0.0,Unemployment,2.75
2013-568-2011-1,2011,2013,1,568,2.0,0.0,5.0,5.0,10.0,15.0,20.0,20.0,15.0,5.0,5.0,Unemployment,2.75
2013-407-2011-2,2011,2013,2,407,2.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,75.0,10.0,0.0,Unemployment,2.5
2013-411-2011-2,2011,2013,2,411,2.0,,,,,,,,,,,Unemployment,2.5
2013-420-2011-2,2011,2013,2,420,2.0,,,,,,,,,,,Unemployment,2.5
2013-422-2011-2,2011,2013,2,422,1.0,0.0,2.0,3.0,5.0,5.0,5.0,10.0,25.0,30.0,15.0,Unemployment,2.5
2013-423-2011-2,2011,2013,2,423,2.0,0.0,1.0,4.0,13.0,20.0,22.0,25.0,10.0,5.0,0.0,Unemployment,2.5
2013-424-2011-2,2011,2013,2,424,1.0,,,,,,,,,,,Unemployment,2.5
2013-426-2011-2,2011,2013,2,426,2.0,,,,,,,,,,,Unemployment,2.5
2013-431-2011-2,2011,2013,2,431,1.0,0.0,0.0,0.0,0.0,10.0,30.0,45.0,10.0,5.0,0.0,Unemployment,2.5
2013-446-2011-2,2011,2013,2,446,2.0,0.0,0.0,0.0,0.0,8.0,26.0,40.0,19.0,7.0,0.0,Unemployment,2.5
2013-463-2011-2,2011,2013,2,463,2.0,0.0,1.0,6.0,10.0,15.0,20.0,30.0,15.0,3.0,0.0,Unemployment,2.5
2013-472-2011-2,2011,2013,2,472,2.0,,,,,,,,,,,Unemployment,2.5
2013-483-2011-2,2011,2013,2,483,3.0,1.0,4.0,5.0,7.0,10.0,12.0,25.0,20.0,13.0,3.0,Unemployment,2.5
2013-484-2011-2,2011,2013,2,484,2.0,0.0,1.0,2.0,6.0,19.0,26.0,24.0,15.0,6.0,1.0,Unemployment,2.5
2013-498-2011-2,2011,2013,2,498,1.0,,,,,,,,,,,Unemployment,2.5
2013-504-2011-2,2011,2013,2,504,1.0,0.0,0.0,5.0,10.0,22.0,50.0,10.0,2.0,1.0,0.0,Unemployment,2.5
2013-506-2011-2,2011,2013,2,506,2.0,,,,,,,,,,,Unemployment,2.5
2013-507-2011-2,2011,2013,2,507,3.0,2.0,4.0,6.0,8.0,13.0,17.0,18.0,19.0,10.0,3.0,Unemployment,2.5
2013-508-2011-2,2011,2013,2,508,2.0,0.0,0.0,1.0,8.0,45.0,35.0,9.0,2.0,0.0,0.0,Unemployment,2.5
2013-510-2011-2,2011,2013,2,510,2.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,80.0,0.0,0.0,Unemployment,2.5
2013-516-2011-2,2011,2013,2,516,1.0,0.0,0.0,0.0,3.0,6.0,12.0,25.0,35.0,15.0,4.0,Unemployment,2.5
2013-518-2011-2,2011,2013,2,518,2.0,0.0,0.0,0.0,0.0,10.0,50.0,25.0,15.0,0.0,0.0,Unemployment,2.5
2013-520-2011-2,2011,2013,2,520,2.0,,,,,,,,,,,Unemployment,2.5
2013-523-2011-2,2011,2013,2,523,2.0,1.38,1.47,2.44,4.07,6.79,11.32,16.17,23.1,18.48,14.78,Unemployment,2.5
2013-524-2011-2,2011,2013,2,524,2.0,0.0,0.0,0.0,0.0,0.0,20.0,30.0,40.0,10.0,0.0,Unemployment,2.5
2013-526-2011-2,2011,2013,2,526,2.0,,,,,,,,,,,Unemployment,2.5
2013-527-2011-2,2011,2013,2,527,2.0,0.0,0.0,0.0,0.0,0.0,50.0,40.0,10.0,0.0,0.0,Unemployment,2.5
2013-532-2011-2,2011,2013,2,532,2.0,,,,,,,,,,,Unemployment,2.5
2013-533-2011-2,2011,2013,2,533,1.0,0.0,0.0,0.0,0.0,5.0,15.0,60.0,15.0,5.0,0.0,Unemployment,2.5
2013-535-2011-2,2011,2013,2,535,1.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,20.0,40.0,25.0,Unemployment,2.5
2013-540-2011-2,2011,2013,2,540,2.0,0.0,0.0,0.0,0.0,10.0,20.0,50.0,20.0,0.0,0.0,Unemployment,2.5
2013-542-2011-2,2011,2013,2,542,1.0,0.0,0.0,0.0,0.0,5.0,10.0,15.0,30.0,35.0,5.0,Unemployment,2.5
2013-546-2011-2,2011,2013,2,546,1.0,,,,,,,,,,,Unemployment,2.5
2013-548-2011-2,2011,2013,2,548,2.0,0.0,0.0,0.0,0.0,0.0,20.0,70.0,10.0,0.0,0.0,Unemployment,2.5
2013-549-2011-2,2011,2013,2,549,1.0,,,,,,,,,,,Unemployment,2.5
2013-553-2011-2,2011,2013,2,553,2.0,0.0,0.0,3.0,12.0,20.0,25.0,20.0,15.0,5.0,0.0,Unemployment,2.5
2013-555-2011-2,2011,2013,2,555,1.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,Unemployment,2.5
2013-556-2011-2,2011,2013,2,556,1.0,0.0,0.0,2.5,7.5,12.5,17.5,20.0,20.0,12.5,7.5,Unemployment,2.5
2013-557-2011-2,2011,2013,2,557,1.0,0.0,0.0,0.0,0.0,0.0,8.0,17.0,40.0,30.0,5.0,Unemployment,2.5
2013-558-2011-2,2011,2013,2,558,1.0,0.0,0.0,0.0,0.0,20.0,0.0,50.0,0.0,0.0,30.0,Unemployment,2.5
2013-559-2011-2,2011,2013,2,559,1.0,0.0,0.0,0.0,2.0,5.0,8.0,15.0,20.0,30.0,20.0,Unemployment,2.5
2013-561-2011-2,2011,2013,2,561,2.0,0.0,0.0,0.0,0.0,0.0,20.0,60.0,20.0,0.0,0.0,Unemployment,2.5
2013-563-2011-2,2011,2013,2,563,2.0,0.0,0.08,0.64,3.2,8.92,17.88,25.4,24.16,18.48,1.24,Unemployment,2.5
2013-564-2011-2,2011,2013,2,564,2.0,,,,,,,,,,,Unemployment,2.5
2013-568-2011-2,2011,2013,2,568,2.0,,,,,,,,,,,Unemployment,2.5
2013-407-2011-3,2011,2013,3,407,2.0,0.0,0.0,0.0,0.0,0.0,40.0,60.0,0.0,0.0,0.0,Unemployment,2.25
2013-420-2011-3,2011,2013,3,420,2.0,,,,,,,,,,,Unemployment,2.25
2013-422-2011-3,2011,2013,3,422,1.0,5.0,5.0,5.0,10.0,10.0,20.0,20.0,15.0,5.0,5.0,Unemployment,2.25
2013-423-2011-3,2011,2013,3,423,2.0,,,,,,,,,,,Unemployment,2.25
2013-426-2011-3,2011,2013,3,426,2.0,,,,,,,,,,,Unemployment,2.25
2013-431-2011-3,2011,2013,3,431,1.0,0.0,0.0,0.0,5.0,25.0,30.0,40.0,0.0,0.0,0.0,Unemployment,2.25
2013-433-2011-3,2011,2013,3,433,2.0,0.0,0.0,0.0,0.0,0.0,10.0,40.0,50.0,0.0,0.0,Unemployment,2.25
2013-446-2011-3,2011,2013,3,446,2.0,0.0,0.0,0.0,7.0,19.0,40.0,26.0,8.0,0.0,0.0,Unemployment,2.25
2013-456-2011-3,2011,2013,3,456,1.0,,,,,,,,,,,Unemployment,2.25
2013-463-2011-3,2011,2013,3,463,2.0,0.0,1.0,5.0,8.0,10.0,40.0,30.0,6.0,0.0,0.0,Unemployment,2.25
2013-472-2011-3,2011,2013,3,472,2.0,,,,,,,,,,,Unemployment,2.25
2013-483-2011-3,2011,2013,3,483,3.0,0.0,5.0,5.0,7.0,10.0,25.0,20.0,15.0,13.0,0.0,Unemployment,2.25
2013-484-2011-3,2011,2013,3,484,2.0,0.0,2.0,8.0,25.0,30.0,15.0,10.0,6.0,3.0,1.0,Unemployment,2.25
2013-498-2011-3,2011,2013,3,498,1.0,,,,,,,,,,,Unemployment,2.25
2013-504-2011-3,2011,2013,3,504,1.0,0.0,0.0,5.0,10.0,22.0,50.0,10.0,2.0,1.0,0.0,Unemployment,2.25
2013-507-2011-3,2011,2013,3,507,3.0,0.0,0.0,0.0,0.0,10.0,55.0,35.0,0.0,0.0,0.0,Unemployment,2.25
2013-510-2011-3,2011,2013,3,510,2.0,0.0,0.0,0.0,10.0,30.0,45.0,15.0,0.0,0.0,0.0,Unemployment,2.25
2013-516-2011-3,2011,2013,3,516,1.0,5.0,7.0,10.0,14.0,17.0,32.0,10.0,5.0,0.0,0.0,Unemployment,2.25
2013-518-2011-3,2011,2013,3,518,2.0,0.0,0.0,0.0,10.0,50.0,25.0,15.0,0.0,0.0,0.0,Unemployment,2.25
2013-520-2011-3,2011,2013,3,520,2.0,,,,,,,,,,,Unemployment,2.25
2013-523-2011-3,2011,2013,3,523,2.0,5.4,6.8,8.5,10.6,13.2,16.5,13.2,10.6,8.5,6.8,Unemployment,2.25
2013-524-2011-3,2011,2013,3,524,2.0,0.0,0.0,0.0,0.0,0.0,20.0,30.0,40.0,10.0,0.0,Unemployment,2.25
2013-527-2011-3,2011,2013,3,527,2.0,0.0,0.0,15.0,60.0,25.0,0.0,0.0,0.0,0.0,0.0,Unemployment,2.25
2013-532-2011-3,2011,2013,3,532,2.0,,,,,,,,,,,Unemployment,2.25
2013-540-2011-3,2011,2013,3,540,2.0,0.0,0.0,0.0,0.0,10.0,30.0,50.0,10.0,0.0,0.0,Unemployment,2.25
2013-542-2011-3,2011,2013,3,542,1.0,0.0,0.0,0.0,5.0,10.0,20.0,35.0,25.0,5.0,0.0,Unemployment,2.25
2013-546-2011-3,2011,2013,3,546,1.0,,,,,,,,,,,Unemployment,2.25
2013-548-2011-3,2011,2013,3,548,2.0,0.0,0.0,0.0,0.0,30.0,60.0,10.0,0.0,0.0,0.0,Unemployment,2.25
2013-549-2011-3,2011,2013,3,549,1.0,,,,,,,,,,,Unemployment,2.25
2013-551-2011-3,2011,2013,3,551,2.0,,,,,,,,,,,Unemployment,2.25
2013-554-2011-3,2011,2013,3,554,2.0,5.0,10.0,20.0,30.0,15.0,10.0,7.0,3.0,0.0,0.0,Unemployment,2.25
2013-555-2011-3,2011,2013,3,555,1.0,0.0,0.0,0.0,0.0,10.0,50.0,40.0,0.0,0.0,0.0,Unemployment,2.25
2013-557-2011-3,2011,2013,3,557,1.0,0.0,0.0,0.0,0.0,20.0,25.0,45.0,10.0,0.0,0.0,Unemployment,2.25
2013-558-2011-3,2011,2013,3,558,1.0,0.0,0.0,0.0,20.0,0.0,50.0,30.0,0.0,0.0,0.0,Unemployment,2.25
2013-561-2011-3,2011,2013,3,561,2.0,0.0,0.0,0.0,10.0,20.0,50.0,20.0,0.0,0.0,0.0,Unemployment,2.25
2013-563-2011-3,2011,2013,3,563,2.0,0.0,0.08,1.36,5.4,16.04,27.16,27.0,16.4,6.44,0.12,Unemployment,2.25
2013-568-2011-3,2011,2013,3,568,2.0,0.0,5.0,5.0,5.0,20.0,30.0,25.0,10.0,0.0,0.0,Unemployment,2.25
2013-407-2011-4,2011,2013,4,407,2.0,0.0,0.0,0.0,0.0,0.0,5.0,80.0,15.0,0.0,0.0,Unemployment,2.0
2013-411-2011-4,2011,2013,4,411,2.0,0.0,0.0,5.0,20.0,50.0,20.0,5.0,0.0,0.0,0.0,Unemployment,2.0
2013-420-2011-4,2011,2013,4,420,2.0,,,,,,,,,,,Unemployment,2.0
2013-421-2011-4,2011,2013,4,421,2.0,0.0,0.0,0.0,5.0,10.0,20.0,30.0,30.0,5.0,0.0,Unemployment,2.0
2013-422-2011-4,2011,2013,4,422,1.0,5.0,5.0,5.0,10.0,10.0,20.0,20.0,15.0,5.0,5.0,Unemployment,2.0
2013-424-2011-4,2011,2013,4,424,1.0,,,,,,,,,,,Unemployment,2.0
2013-426-2011-4,2011,2013,4,426,2.0,,,,,,,,,,,Unemployment,2.0
2013-428-2011-4,2011,2013,4,428,2.0,0.0,5.0,5.0,10.0,25.0,30.0,15.0,5.0,5.0,0.0,Unemployment,2.0
2013-431-2011-4,2011,2013,4,431,1.0,0.0,5.0,10.0,15.0,40.0,20.0,10.0,0.0,0.0,0.0,Unemployment,2.0
2013-433-2011-4,2011,2013,4,433,2.0,0.0,0.0,0.0,0.0,30.0,30.0,40.0,0.0,0.0,0.0,Unemployment,2.0
2013-446-2011-4,2011,2013,4,446,2.0,0.0,0.0,8.0,19.0,40.0,26.0,7.0,0.0,0.0,0.0,Unemployment,2.0
2013-456-2011-4,2011,2013,4,456,1.0,,,,,,,,,,,Unemployment,2.0
2013-463-2011-4,2011,2013,4,463,2.0,0.0,1.0,4.0,11.0,20.0,30.0,22.0,10.0,2.0,0.0,Unemployment,2.0
2013-472-2011-4,2011,2013,4,472,2.0,,,,,,,,,,,Unemployment,2.0
2013-483-2011-4,2011,2013,4,483,3.0,1.0,4.0,5.0,10.0,30.0,20.0,12.0,10.0,8.0,0.0,Unemployment,2.0
2013-498-2011-4,2011,2013,4,498,1.0,0.0,0.0,10.0,70.0,20.0,0.0,0.0,0.0,0.0,0.0,Unemployment,2.0
2013-504-2011-4,2011,2013,4,504,1.0,0.0,0.0,5.0,10.0,52.0,20.0,10.0,2.0,1.0,0.0,Unemployment,2.0
2013-506-2011-4,2011,2013,4,506,2.0,0.0,15.0,25.0,30.0,15.0,10.0,5.0,0.0,0.0,0.0,Unemployment,2.0
2013-507-2011-4,2011,2013,4,507,3.0,0.0,0.0,0.0,20.0,60.0,20.0,0.0,0.0,0.0,0.0,Unemployment,2.0
2013-508-2011-4,2011,2013,4,508,2.0,0.0,0.0,3.0,8.0,15.0,35.0,30.0,8.0,1.0,0.0,Unemployment,2.0
2013-510-2011-4,2011,2013,4,510,2.0,0.0,0.0,0.0,0.0,10.0,70.0,20.0,0.0,0.0,0.0,Unemployment,2.0
2013-518-2011-4,2011,2013,4,518,2.0,0.0,0.0,0.0,15.0,60.0,25.0,0.0,0.0,0.0,0.0,Unemployment,2.0
2013-520-2011-4,2011,2013,4,520,2.0,,,,,,,,,,,Unemployment,2.0
2013-523-2011-4,2011,2013,4,523,2.0,0.3,0.3,0.6,1.3,2.5,5.0,10.1,20.2,45.9,13.8,Unemployment,2.0
2013-524-2011-4,2011,2013,4,524,2.0,0.0,0.0,0.0,20.0,30.0,40.0,10.0,0.0,0.0,0.0,Unemployment,2.0
2013-526-2011-4,2011,2013,4,526,2.0,,,,,,,,,,,Unemployment,2.0
2013-527-2011-4,2011,2013,4,527,2.0,0.0,0.0,20.0,60.0,20.0,0.0,0.0,0.0,0.0,0.0,Unemployment,2.0
2013-532-2011-4,2011,2013,4,532,2.0,,,,,,,,,,,Unemployment,2.0
2013-535-2011-4,2011,2013,4,535,1.0,0.0,0.0,0.0,5.0,15.0,30.0,40.0,10.0,0.0,0.0,Unemployment,2.0
2013-540-2011-4,2011,2013,4,540,2.0,0.0,0.0,0.0,5.0,10.0,20.0,40.0,25.0,0.0,0.0,Unemployment,2.0
2013-542-2011-4,2011,2013,4,542,1.0,,,,,,,,,,,Unemployment,2.0
2013-546-2011-4,2011,2013,4,546,1.0,,,,,,,,,,,Unemployment,2.0
2013-548-2011-4,2011,2013,4,548,2.0,0.0,0.0,0.0,25.0,55.0,15.0,5.0,0.0,0.0,0.0,Unemployment,2.0
2013-549-2011-4,2011,2013,4,549,1.0,,,,,,,,,,,Unemployment,2.0
2013-553-2011-4,2011,2013,4,553,2.0,0.3,1.5,6.0,9.0,33.0,33.0,10.0,5.0,2.0,0.2,Unemployment,2.0
2013-554-2011-4,2011,2013,4,554,2.0,5.0,15.0,27.0,30.0,14.0,5.0,3.0,1.0,0.0,0.0,Unemployment,2.0
2013-555-2011-4,2011,2013,4,555,1.0,0.0,0.0,0.0,0.0,40.0,40.0,20.0,0.0,0.0,0.0,Unemployment,2.0
2013-556-2011-4,2011,2013,4,556,1.0,0.0,0.0,2.5,7.5,12.5,17.5,20.0,17.5,12.5,10.0,Unemployment,2.0
2013-557-2011-4,2011,2013,4,557,1.0,0.0,0.0,0.0,0.0,20.0,35.0,30.0,15.0,0.0,0.0,Unemployment,2.0
2013-558-2011-4,2011,2013,4,558,1.0,0.0,0.0,20.0,0.0,0.0,50.0,30.0,0.0,0.0,0.0,Unemployment,2.0
2013-559-2011-4,2011,2013,4,559,1.0,0.0,2.0,8.0,13.0,20.0,30.0,15.0,10.0,2.0,0.0,Unemployment,2.0
2013-560-2011-4,2011,2013,4,560,2.0,0.0,0.0,0.0,0.0,5.0,15.0,60.0,15.0,5.0,0.0,Unemployment,2.0
2013-563-2011-4,2011,2013,4,563,2.0,0.04,0.72,3.52,10.28,24.68,29.72,21.0,8.04,2.0,0.0,Unemployment,2.0
2013-564-2011-4,2011,2013,4,564,2.0,,,,,,,,,,,Unemployment,2.0
2013-568-2011-4,2011,2013,4,568,2.0,0.0,5.0,10.0,10.0,20.0,25.0,20.0,10.0,0.0,0.0,Unemployment,2.0
2014-407-2012-1,2012,2014,1,407,2.0,0.0,0.0,0.0,0.0,0.0,10.0,55.0,30.0,5.0,0.0,Unemployment,2.75
2014-420-2012-1,2012,2014,1,420,2.0,,,,,,,,,,,Unemployment,2.75
2014-421-2012-1,2012,2014,1,421,2.0,0.0,0.0,0.0,0.0,1.0,4.0,20.0,30.0,30.0,15.0,Unemployment,2.75
2014-422-2012-1,2012,2014,1,422,1.0,,,,,,,,,,,Unemployment,2.75
2014-423-2012-1,2012,2014,1,423,2.0,4.4,5.9,7.4,8.8,9.7,10.1,11.0,11.9,14.9,15.9,Unemployment,2.75
2014-424-2012-1,2012,2014,1,424,1.0,,,,,,,,,,,Unemployment,2.75
2014-426-2012-1,2012,2014,1,426,2.0,0.0,0.0,0.0,5.0,20.0,35.0,35.0,5.0,0.0,0.0,Unemployment,2.75
2014-428-2012-1,2012,2014,1,428,2.0,,,,,,,,,,,Unemployment,2.75
2014-431-2012-1,2012,2014,1,431,1.0,0.0,0.0,0.0,0.0,0.0,5.0,20.0,35.0,25.0,15.0,Unemployment,2.75
2014-433-2012-1,2012,2014,1,433,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,25.0,60.0,5.0,Unemployment,2.75
2014-446-2012-1,2012,2014,1,446,2.0,0.0,0.0,0.0,0.0,8.0,26.0,40.0,19.0,7.0,0.0,Unemployment,2.75
2014-456-2012-1,2012,2014,1,456,1.0,,,,,,,,,,,Unemployment,2.75
2014-472-2012-1,2012,2014,1,472,2.0,,,,,,,,,,,Unemployment,2.75
2014-483-2012-1,2012,2014,1,483,3.0,0.0,0.0,3.0,5.0,15.0,25.0,25.0,15.0,10.0,2.0,Unemployment,2.75
2014-484-2012-1,2012,2014,1,484,2.0,0.0,0.0,4.0,11.0,18.0,34.0,18.0,11.0,4.0,0.0,Unemployment,2.75
2014-504-2012-1,2012,2014,1,504,1.0,0.0,0.0,0.0,0.0,4.0,25.0,35.0,30.0,5.0,1.0,Unemployment,2.75
2014-506-2012-1,2012,2014,1,506,2.0,,,,,,,,,,,Unemployment,2.75
2014-507-2012-1,2012,2014,1,507,3.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,50.0,25.0,0.0,Unemployment,2.75
2014-508-2012-1,2012,2014,1,508,2.0,0.0,0.0,0.0,0.0,3.0,5.0,7.0,10.0,45.0,30.0,Unemployment,2.75
2014-510-2012-1,2012,2014,1,510,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,Unemployment,2.75
2014-518-2012-1,2012,2014,1,518,2.0,0.0,0.0,0.0,0.0,15.0,60.0,25.0,0.0,0.0,0.0,Unemployment,2.75
2014-520-2012-1,2012,2014,1,520,2.0,,,,,,,,,,,Unemployment,2.75
2014-523-2012-1,2012,2014,1,523,2.0,2.5,2.1,3.0,4.3,6.1,10.2,17.1,17.1,17.1,20.5,Unemployment,2.75
2014-524-2012-1,2012,2014,1,524,2.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,40.0,20.0,10.0,Unemployment,2.75
2014-527-2012-1,2012,2014,1,527,2.0,0.0,0.0,0.0,0.0,0.0,20.0,50.0,30.0,0.0,0.0,Unemployment,2.75
2014-532-2012-1,2012,2014,1,532,2.0,,,,,,,,,,,Unemployment,2.75
2014-535-2012-1,2012,2014,1,535,1.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,17.0,60.0,15.0,Unemployment,2.75
2014-540-2012-1,2012,2014,1,540,2.0,0.0,0.0,0.0,0.0,0.0,50.0,40.0,10.0,0.0,0.0,Unemployment,2.75
2014-542-2012-1,2012,2014,1,542,1.0,,,,,,,,,,,Unemployment,2.75
2014-546-2012-1,2012,2014,1,546,1.0,,,,,,,,,,,Unemployment,2.75
2014-548-2012-1,2012,2014,1,548,2.0,0.0,0.0,0.0,0.0,0.0,5.0,60.0,35.0,0.0,0.0,Unemployment,2.75
2014-549-2012-1,2012,2014,1,549,1.0,,,,,,,,,,,Unemployment,2.75
2014-551-2012-1,2012,2014,1,551,2.0,,,,,,,,,,,Unemployment,2.75
2014-553-2012-1,2012,2014,1,553,2.0,0.15,0.45,2.0,4.0,12.0,20.0,25.0,22.0,11.0,3.4,Unemployment,2.75
2014-554-2012-1,2012,2014,1,554,2.0,,,,,,,,,,,Unemployment,2.75
2014-555-2012-1,2012,2014,1,555,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,60.0,20.0,0.0,Unemployment,2.75
2014-556-2012-1,2012,2014,1,556,1.0,,,,,,,,,,,Unemployment,2.75
2014-557-2012-1,2012,2014,1,557,1.0,0.0,0.0,0.0,0.0,0.0,30.0,45.0,25.0,0.0,0.0,Unemployment,2.75
2014-558-2012-1,2012,2014,1,558,1.0,0.0,20.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,30.0,Unemployment,2.75
2014-559-2012-1,2012,2014,1,559,1.0,0.0,2.0,8.0,13.0,20.0,30.0,15.0,10.0,2.0,0.0,Unemployment,2.75
2014-561-2012-1,2012,2014,1,561,2.0,0.0,0.0,0.0,0.0,0.0,10.0,50.0,40.0,0.0,0.0,Unemployment,2.75
2014-563-2012-1,2012,2014,1,563,2.0,0.04,1.0,1.28,2.92,8.04,15.92,19.4,19.4,24.0,8.0,Unemployment,2.75
2014-564-2012-1,2012,2014,1,564,2.0,,,,,,,,,,,Unemployment,2.75
2014-568-2012-1,2012,2014,1,568,2.0,0.0,0.0,0.0,5.0,10.0,15.0,20.0,20.0,20.0,10.0,Unemployment,2.75
2014-569-2012-1,2012,2014,1,569,1.0,,,,,,,,,,,Unemployment,2.75
2014-407-2012-2,2012,2014,2,407,2.0,0.0,0.0,0.0,0.0,0.0,5.0,55.0,30.0,10.0,0.0,Unemployment,2.5
2014-420-2012-2,2012,2014,2,420,2.0,,,,,,,,,,,Unemployment,2.5
