"Year.ID.ForecastYear.Quarter","YEAR FORECAST MADE","YEAR BEING FORECAST","QUARTER","FORECASTER ID","INDUSTRY","BIN 1","BIN 2","BIN 3","BIN 4","BIN 5","BIN 6","BIN 7","BIN 8","BIN 9","BIN 10","INDICATOR","TDIST"
"2011-549-2011-2",2011,2011,2,549,1,0,0,0,0,0,50,50,0,0,0,"Core CPI",0.5
"2011-553-2011-2",2011,2011,2,553,2,0,0,1,4,15,35,35,10,0,0,"Core CPI",0.5
"2011-555-2011-2",2011,2011,2,555,1,0,0,0,0,20,60,20,0,0,0,"Core CPI",0.5
"2011-556-2011-2",2011,2011,2,556,1,0,0,0,0,10,20,30,25,15,0,"Core CPI",0.5
"2011-557-2011-2",2011,2011,2,557,1,0,0,0,10,35,50,5,0,0,0,"Core CPI",0.5
"2011-558-2011-2",2011,2011,2,558,1,0,0,0,0,20,0,80,0,0,0,"Core CPI",0.5
"2011-559-2011-2",2011,2011,2,559,1,0,0,0,15,40,30,15,0,0,0,"Core CPI",0.5
"2011-561-2011-2",2011,2011,2,561,2,,,,,,,,,,,"Core CPI",0.5
"2011-563-2011-2",2011,2011,2,563,2,0.24,0.56,3.84,10.32,25.68,32.48,18.16,5.32,2.28,1.12,"Core CPI",0.5
"2011-564-2011-2",2011,2011,2,564,2,,,,,,,,,,,"Core CPI",0.5
"2011-568-2011-2",2011,2011,2,568,2,0,0,0,5,20,30,30,10,5,0,"Core CPI",0.5
"2011-407-2011-3",2011,2011,3,407,2,0,0,0,10,75,15,0,0,0,0,"Core CPI",0.25
"2011-420-2011-3",2011,2011,3,420,2,0,0,0,10,40,40,10,0,0,0,"Core CPI",0.25
"2011-422-2011-3",2011,2011,3,422,1,0,0,10,10,20,30,20,5,3,2,"Core CPI",0.25
"2011-423-2011-3",2011,2011,3,423,2,,,,,,,,,,,"Core CPI",0.25
"2011-426-2011-3",2011,2011,3,426,2,0,0,5,15,35,40,5,0,0,0,"Core CPI",0.25
"2011-431-2011-3",2011,2011,3,431,1,0,0,0,0,0,40,50,10,0,0,"Core CPI",0.25
"2011-433-2011-3",2011,2011,3,433,2,0,0,0,0,20,50,30,0,0,0,"Core CPI",0.25
"2011-446-2011-3",2011,2011,3,446,2,,,,,,,,,,,"Core CPI",0.25
"2011-456-2011-3",2011,2011,3,456,1,0,0,0,5,15,60,15,0,0,5,"Core CPI",0.25
"2011-463-2011-3",2011,2011,3,463,2,0,0,0,0,0,60,40,0,0,0,"Core CPI",0.25
"2011-472-2011-3",2011,2011,3,472,2,0,0,0,0,20,80,0,0,0,0,"Core CPI",0.25
"2011-483-2011-3",2011,2011,3,483,3,0,0,0,0,15,45,25,15,0,0,"Core CPI",0.25
"2011-484-2011-3",2011,2011,3,484,2,30,27,16,12,9,5,1,0,0,0,"Core CPI",0.25
"2011-498-2011-3",2011,2011,3,498,1,0,0,0,0,50,50,0,0,0,0,"Core CPI",0.25
"2011-504-2011-3",2011,2011,3,504,1,0,0,0,0,5,10,25,40,15,5,"Core CPI",0.25
"2011-507-2011-3",2011,2011,3,507,3,0,0,0,0,30,55,15,0,0,0,"Core CPI",0.25
"2011-510-2011-3",2011,2011,3,510,2,0,0,0,10,80,10,0,0,0,0,"Core CPI",0.25
"2011-516-2011-3",2011,2011,3,516,1,0,0,0,0,10,80,10,0,0,0,"Core CPI",0.25
"2011-518-2011-3",2011,2011,3,518,2,0,0,0,0,30,50,20,0,0,0,"Core CPI",0.25
"2011-520-2011-3",2011,2011,3,520,2,0,0,0,0,30,70,0,0,0,0,"Core CPI",0.25
"2011-523-2011-3",2011,2011,3,523,2,9.1,18.2,36.5,18.2,9.1,4.6,2.3,1.1,0.6,0.3,"Core CPI",0.25
"2011-524-2011-3",2011,2011,3,524,2,0,0,10,15,30,20,15,10,0,0,"Core CPI",0.25
"2011-527-2011-3",2011,2011,3,527,2,0,0,0,0,30,60,10,0,0,0,"Core CPI",0.25
"2011-532-2011-3",2011,2011,3,532,2,0,0,0,30,55,15,0,0,0,0,"Core CPI",0.25
"2011-540-2011-3",2011,2011,3,540,2,,,,,,,,,,,"Core CPI",0.25
"2011-542-2011-3",2011,2011,3,542,1,0,5,10,15,40,15,10,5,0,0,"Core CPI",0.25
"2011-546-2011-3",2011,2011,3,546,1,1,3,8,15,25,20,15,8,4,1,"Core CPI",0.25
"2011-548-2011-3",2011,2011,3,548,2,0,0,0,0,5,85,10,0,0,0,"Core CPI",0.25
"2011-549-2011-3",2011,2011,3,549,1,0,0,0,0,50,50,0,0,0,0,"Core CPI",0.25
"2011-551-2011-3",2011,2011,3,551,2,,,,,,,,,,,"Core CPI",0.25
"2011-554-2011-3",2011,2011,3,554,2,0,0,0,10,40,40,10,0,0,0,"Core CPI",0.25
"2011-555-2011-3",2011,2011,3,555,1,0,0,0,10,80,10,0,0,0,0,"Core CPI",0.25
"2011-557-2011-3",2011,2011,3,557,1,0,0,0,10,40,45,5,0,0,0,"Core CPI",0.25
"2011-558-2011-3",2011,2011,3,558,1,0,0,0,0,50,20,30,0,0,0,"Core CPI",0.25
"2011-561-2011-3",2011,2011,3,561,2,,,,,,,,,,,"Core CPI",0.25
"2011-563-2011-3",2011,2011,3,563,2,0.04,0.28,4.28,20.8,50.96,19.04,3.4,1.08,0.12,0,"Core CPI",0.25
"2011-568-2011-3",2011,2011,3,568,2,0,0,10,15,25,30,15,5,0,0,"Core CPI",0.25
"2011-407-2011-4",2011,2011,4,407,2,0,0,0,0,100,0,0,0,0,0,"Core CPI",0
"2011-411-2011-4",2011,2011,4,411,2,0,0,0,5,90,5,0,0,0,0,"Core CPI",0
"2011-420-2011-4",2011,2011,4,420,2,0,0,0,5,60,35,0,0,0,0,"Core CPI",0
"2011-421-2011-4",2011,2011,4,421,2,0,0,40,45,15,0,0,0,0,0,"Core CPI",0
"2011-422-2011-4",2011,2011,4,422,1,0,0,10,10,20,30,20,5,3,2,"Core CPI",0
"2011-424-2011-4",2011,2011,4,424,1,0,0,0,5,90,5,0,0,0,0,"Core CPI",0
"2011-426-2011-4",2011,2011,4,426,2,0,0,0,5,30,55,10,0,0,0,"Core CPI",0
"2011-428-2011-4",2011,2011,4,428,2,0,0,0,10,45,40,5,0,0,0,"Core CPI",0
"2011-431-2011-4",2011,2011,4,431,1,0,0,0,0,10,80,10,0,0,0,"Core CPI",0
"2011-433-2011-4",2011,2011,4,433,2,0,0,0,10,90,0,0,0,0,0,"Core CPI",0
"2011-446-2011-4",2011,2011,4,446,2,,,,,,,,,,,"Core CPI",0
"2011-456-2011-4",2011,2011,4,456,1,0,0,0,30,70,0,0,0,0,0,"Core CPI",0
"2011-463-2011-4",2011,2011,4,463,2,0,0,0,0,25,75,0,0,0,0,"Core CPI",0
"2011-472-2011-4",2011,2011,4,472,2,0,0,85,15,0,0,0,0,0,0,"Core CPI",0
"2011-483-2011-4",2011,2011,4,483,3,0,0,0,0,70,30,0,0,0,0,"Core CPI",0
"2011-498-2011-4",2011,2011,4,498,1,0,50,50,0,0,0,0,0,0,0,"Core CPI",0
"2011-504-2011-4",2011,2011,4,504,1,0,0,60,40,0,0,0,0,0,0,"Core CPI",0
"2011-506-2011-4",2011,2011,4,506,2,0,0,0,0,100,0,0,0,0,0,"Core CPI",0
"2011-507-2011-4",2011,2011,4,507,3,0,0,0,0,85,15,0,0,0,0,"Core CPI",0
"2011-508-2011-4",2011,2011,4,508,2,0,0,0,0,10,90,0,0,0,0,"Core CPI",0
"2011-510-2011-4",2011,2011,4,510,2,0,0,0,0,50,50,0,0,0,0,"Core CPI",0
"2011-518-2011-4",2011,2011,4,518,2,0,0,0,10,80,10,0,0,0,0,"Core CPI",0
"2011-520-2011-4",2011,2011,4,520,2,0,0,0,0,70,30,0,0,0,0,"Core CPI",0
"2011-523-2011-4",2011,2011,4,523,2,0.7,0.5,2.6,13.2,66.5,13.2,2.6,0.5,0.1,0.1,"Core CPI",0
"2011-524-2011-4",2011,2011,4,524,2,0,0,10,20,30,20,15,5,0,0,"Core CPI",0
"2011-526-2011-4",2011,2011,4,526,2,0,0,0,0,15,70,15,0,0,0,"Core CPI",0
"2011-527-2011-4",2011,2011,4,527,2,0,0,0,0,70,30,0,0,0,0,"Core CPI",0
"2011-532-2011-4",2011,2011,4,532,2,0,0,0,30,55,15,0,0,0,0,"Core CPI",0
"2011-535-2011-4",2011,2011,4,535,1,0,0,0,0,90,10,0,0,0,0,"Core CPI",0
"2011-540-2011-4",2011,2011,4,540,2,0,10,35,30,25,0,0,0,0,0,"Core CPI",0
"2011-542-2011-4",2011,2011,4,542,1,0,0,0,15,70,15,0,0,0,0,"Core CPI",0
"2011-546-2011-4",2011,2011,4,546,1,0,0,1,9,75,14,1,0,0,0,"Core CPI",0
"2011-548-2011-4",2011,2011,4,548,2,0,0,0,10,80,10,0,0,0,0,"Core CPI",0
"2011-549-2011-4",2011,2011,4,549,1,0,0,0,0,85,15,0,0,0,0,"Core CPI",0
"2011-553-2011-4",2011,2011,4,553,2,1.2,1.8,3.5,7,33,40,10,3,0.3,0.2,"Core CPI",0
"2011-554-2011-4",2011,2011,4,554,2,0,0,0,1,75,23,1,0,0,0,"Core CPI",0
"2011-555-2011-4",2011,2011,4,555,1,0,0,10,50,40,0,0,0,0,0,"Core CPI",0
"2011-556-2011-4",2011,2011,4,556,1,0,0,0,0,15,82.5,2.5,0,0,0,"Core CPI",0
"2011-557-2011-4",2011,2011,4,557,1,0,0,0,10,40,45,5,0,0,0,"Core CPI",0
"2011-558-2011-4",2011,2011,4,558,1,0,0,20,0,50,0,30,0,0,0,"Core CPI",0
"2011-559-2011-4",2011,2011,4,559,1,0,0,0,30,50,20,0,0,0,0,"Core CPI",0
"2011-560-2011-4",2011,2011,4,560,2,,,,,,,,,,,"Core CPI",0
"2011-563-2011-4",2011,2011,4,563,2,0,0,0,22.24,76.12,1.64,0,0,0,0,"Core CPI",0
"2011-564-2011-4",2011,2011,4,564,2,,,,,,,,,,,"Core CPI",0
"2011-568-2011-4",2011,2011,4,568,2,0,0,0,10,45,40,5,0,0,0,"Core CPI",0
"2012-407-2012-1",2012,2012,1,407,2,0,0,0,20,70,10,0,0,0,0,"Core CPI",0.75
"2012-420-2012-1",2012,2012,1,420,2,0,0,0,0,0,50,50,0,0,0,"Core CPI",0.75
"2012-421-2012-1",2012,2012,1,421,2,0,0,0,35,35,30,0,0,0,0,"Core CPI",0.75
"2012-422-2012-1",2012,2012,1,422,1,0,0,10,10,20,30,20,5,3,2,"Core CPI",0.75
"2012-423-2012-1",2012,2012,1,423,2,,,,,,,,,,,"Core CPI",0.75
"2012-424-2012-1",2012,2012,1,424,1,0,1,2,5,20,35,25,10,1,1,"Core CPI",0.75
"2012-426-2012-1",2012,2012,1,426,2,0,0,0,5,55,40,0,0,0,0,"Core CPI",0.75
"2012-428-2012-1",2012,2012,1,428,2,,,,,,,,,,,"Core CPI",0.75
"2012-431-2012-1",2012,2012,1,431,1,0,0,0,15,20,40,15,5,5,0,"Core CPI",0.75
"2012-433-2012-1",2012,2012,1,433,2,0,0,0,20,60,20,0,0,0,0,"Core CPI",0.75
"2012-446-2012-1",2012,2012,1,446,2,,,,,,,,,,,"Core CPI",0.75
"2012-456-2012-1",2012,2012,1,456,1,0,0,2,5,20,42,25,5,1,0,"Core CPI",0.75
"2012-472-2012-1",2012,2012,1,472,2,0,0,0,0,50,50,0,0,0,0,"Core CPI",0.75
"2012-483-2012-1",2012,2012,1,483,3,0,0,0,5,15,20,40,20,0,0,"Core CPI",0.75
"2012-484-2012-1",2012,2012,1,484,2,0,0,4,11,18,34,18,11,4,0,"Core CPI",0.75
"2012-504-2012-1",2012,2012,1,504,1,0,0,0,0,4,40,30,20,5,1,"Core CPI",0.75
"2012-506-2012-1",2012,2012,1,506,2,,,,,,,,,,,"Core CPI",0.75
"2012-507-2012-1",2012,2012,1,507,3,0,0,0,5,40,50,5,0,0,0,"Core CPI",0.75
"2012-508-2012-1",2012,2012,1,508,2,,,,,,,,,,,"Core CPI",0.75
"2012-510-2012-1",2012,2012,1,510,2,0,0,20,20,60,0,0,0,0,0,"Core CPI",0.75
"2012-518-2012-1",2012,2012,1,518,2,0,0,0,0,0,10,80,10,0,0,"Core CPI",0.75
"2012-520-2012-1",2012,2012,1,520,2,0,0,0,0,60,40,0,0,0,0,"Core CPI",0.75
"2012-523-2012-1",2012,2012,1,523,2,28.4,19.9,13.9,9.7,6.8,4.8,3.3,3.3,2.3,7.6,"Core CPI",0.75
"2012-524-2012-1",2012,2012,1,524,2,0,0,10,15,30,20,15,10,0,0,"Core CPI",0.75
"2012-527-2012-1",2012,2012,1,527,2,0,0,0,20,50,30,0,0,0,0,"Core CPI",0.75
"2012-532-2012-1",2012,2012,1,532,2,0,0,0,10,55,35,0,0,0,0,"Core CPI",0.75
"2012-535-2012-1",2012,2012,1,535,1,0,0,13,55,30,2,0,0,0,0,"Core CPI",0.75
"2012-540-2012-1",2012,2012,1,540,2,0,5,30,35,30,0,0,0,0,0,"Core CPI",0.75
"2012-542-2012-1",2012,2012,1,542,1,0,0,10,15,50,15,10,0,0,0,"Core CPI",0.75
"2012-546-2012-1",2012,2012,1,546,1,0,0,5,10,20,30,20,10,5,0,"Core CPI",0.75
"2012-548-2012-1",2012,2012,1,548,2,0,0,0,0,5,45,45,5,0,0,"Core CPI",0.75
"2012-549-2012-1",2012,2012,1,549,1,0,0,0,0,45,45,10,0,0,0,"Core CPI",0.75
"2012-551-2012-1",2012,2012,1,551,2,,,,,,,,,,,"Core CPI",0.75
"2012-553-2012-1",2012,2012,1,553,2,0.5,1,4.5,11.5,25.5,31.5,18,6,1.5,0,"Core CPI",0.75
"2012-554-2012-1",2012,2012,1,554,2,0,0,1,5,30,35,23,5,1,0,"Core CPI",0.75
"2012-555-2012-1",2012,2012,1,555,1,0,0,0,20,60,20,0,0,0,0,"Core CPI",0.75
"2012-556-2012-1",2012,2012,1,556,1,0,0,2.5,12.5,35,35,12.5,2.5,0,0,"Core CPI",0.75
"2012-557-2012-1",2012,2012,1,557,1,0,0,0,10,40,45,5,0,0,0,"Core CPI",0.75
"2012-558-2012-1",2012,2012,1,558,1,0,0,0,0,30,0,0,0,50,20,"Core CPI",0.75
"2012-559-2012-1",2012,2012,1,559,1,0,0,0,30,50,20,0,0,0,0,"Core CPI",0.75
"2012-561-2012-1",2012,2012,1,561,2,0,0,0,0,10,80,10,0,0,0,"Core CPI",0.75
"2012-563-2012-1",2012,2012,1,563,2,2.88,4.84,10.08,17.84,24.64,20.88,11.76,4.68,1.84,0.56,"Core CPI",0.75
"2012-564-2012-1",2012,2012,1,564,2,,,,,,,,,,,"Core CPI",0.75
"2012-568-2012-1",2012,2012,1,568,2,0,0,0,20,30,30,15,5,0,0,"Core CPI",0.75
"2012-569-2012-1",2012,2012,1,569,1,,,,,,,,,,,"Core CPI",0.75
"2012-407-2012-2",2012,2012,2,407,2,0,0,0,15,75,10,0,0,0,0,"Core CPI",0.5
"2012-420-2012-2",2012,2012,2,420,2,0,0,0,0,10,60,30,0,0,0,"Core CPI",0.5
"2012-421-2012-2",2012,2012,2,421,2,0,0,0,34,35,31,0,0,0,0,"Core CPI",0.5
"2012-422-2012-2",2012,2012,2,422,1,0,0,10,10,20,30,20,5,3,2,"Core CPI",0.5
"2012-423-2012-2",2012,2012,2,423,2,,,,,,,,,,,"Core CPI",0.5
"2012-424-2012-2",2012,2012,2,424,1,1,1,5,20,45,20,5,1,1,1,"Core CPI",0.5
"2012-426-2012-2",2012,2012,2,426,2,0,0,0,10,40,40,10,0,0,0,"Core CPI",0.5
"2012-428-2012-2",2012,2012,2,428,2,,,,,,,,,,,"Core CPI",0.5
"2012-431-2012-2",2012,2012,2,431,1,0,0,0,10,40,30,20,0,0,0,"Core CPI",0.5
"2012-433-2012-2",2012,2012,2,433,2,0,0,0,15,60,25,0,0,0,0,"Core CPI",0.5
"2012-446-2012-2",2012,2012,2,446,2,0,0,6,12,40,33,9,0,0,0,"Core CPI",0.5
"2012-463-2012-2",2012,2012,2,463,2,0,0,0,0,54,43,3,0,0,0,"Core CPI",0.5
"2012-483-2012-2",2012,2012,2,483,3,0,0,0,5,15,20,40,20,0,0,"Core CPI",0.5
"2012-484-2012-2",2012,2012,2,484,2,0,0,3,12,40,29,13,3,0,0,"Core CPI",0.5
"2012-504-2012-2",2012,2012,2,504,1,0,0,0,0,4,40,30,20,5,1,"Core CPI",0.5
"2012-506-2012-2",2012,2012,2,506,2,0,0,0,10,65,25,0,0,0,0,"Core CPI",0.5
"2012-507-2012-2",2012,2012,2,507,3,0,0,0,10,60,30,0,0,0,0,"Core CPI",0.5
"2012-508-2012-2",2012,2012,2,508,2,,,,,,,,,,,"Core CPI",0.5
"2012-510-2012-2",2012,2012,2,510,2,,,,,,,,,,,"Core CPI",0.5
"2012-512-2012-2",2012,2012,2,512,2,0,0,0,45,40,10,5,0,0,0,"Core CPI",0.5
"2012-518-2012-2",2012,2012,2,518,2,0,0,0,0,10,80,10,0,0,0,"Core CPI",0.5
"2012-520-2012-2",2012,2012,2,520,2,0,0,0,0,70,30,0,0,0,0,"Core CPI",0.5
"2012-524-2012-2",2012,2012,2,524,2,0,0,10,15,30,20,15,10,0,0,"Core CPI",0.5
"2012-527-2012-2",2012,2012,2,527,2,0,0,0,0,80,20,0,0,0,0,"Core CPI",0.5
"2012-532-2012-2",2012,2012,2,532,2,0,0,0,25,50,25,0,0,0,0,"Core CPI",0.5
"2012-535-2012-2",2012,2012,2,535,1,,,,,,,,,,,"Core CPI",0.5
"2012-540-2012-2",2012,2012,2,540,2,0,5,30,35,30,0,0,0,0,0,"Core CPI",0.5
"2012-542-2012-2",2012,2012,2,542,1,0,0,10,25,50,15,0,0,0,0,"Core CPI",0.5
"2012-546-2012-2",2012,2012,2,546,1,1,4,10,15,20,20,15,8,5,2,"Core CPI",0.5
"2012-548-2012-2",2012,2012,2,548,2,0,0,0,0,50,50,0,0,0,0,"Core CPI",0.5
"2012-549-2012-2",2012,2012,2,549,1,0,0,0,0,55,45,0,0,0,0,"Core CPI",0.5
"2012-553-2012-2",2012,2012,2,553,2,0.5,1,4.5,11.5,25.5,31.5,18,6,1.5,0,"Core CPI",0.5
"2012-556-2012-2",2012,2012,2,556,1,0,0,0,15,35,35,15,0,0,0,"Core CPI",0.5
"2012-557-2012-2",2012,2012,2,557,1,0,0,0,11,39,44,6,0,0,0,"Core CPI",0.5
"2012-558-2012-2",2012,2012,2,558,1,0,0,0,0,50,0,0,50,0,0,"Core CPI",0.5
"2012-559-2012-2",2012,2012,2,559,1,0,0,0,30,50,20,0,0,0,0,"Core CPI",0.5
"2012-563-2012-2",2012,2012,2,563,2,0.76,1.56,7.72,18,33.6,26.36,9.44,2.24,0.24,0.08,"Core CPI",0.5
"2012-568-2012-2",2012,2012,2,568,2,0,0,10,40,40,10,0,0,0,0,"Core CPI",0.5
"2012-569-2012-2",2012,2012,2,569,1,,,,,,,,,,,"Core CPI",0.5
"2012-407-2012-3",2012,2012,3,407,2,0,0,0,25,75,0,0,0,0,0,"Core CPI",0.25
"2012-411-2012-3",2012,2012,3,411,2,0,0,0,20,60,20,0,0,0,0,"Core CPI",0.25
"2012-420-2012-3",2012,2012,3,420,2,0,0,0,10,70,20,0,0,0,0,"Core CPI",0.25
"2012-421-2012-3",2012,2012,3,421,2,0,0,0,34,35,31,0,0,0,0,"Core CPI",0.25
"2012-422-2012-3",2012,2012,3,422,1,0,0,10,10,20,30,20,5,3,2,"Core CPI",0.25
"2012-423-2012-3",2012,2012,3,423,2,,,,,,,,,,,"Core CPI",0.25
"2012-424-2012-3",2012,2012,3,424,1,1,1,5,20,45,20,5,1,1,1,"Core CPI",0.25
"2012-426-2012-3",2012,2012,3,426,2,0,0,5,25,55,15,0,0,0,0,"Core CPI",0.25
"2012-428-2012-3",2012,2012,3,428,2,1,2,4,8,11,21,33,13,6,1,"Core CPI",0.25
"2012-431-2012-3",2012,2012,3,431,1,0,0,0,0,30,50,20,0,0,0,"Core CPI",0.25
"2012-433-2012-3",2012,2012,3,433,2,0,0,0,0,10,80,10,0,0,0,"Core CPI",0.25
"2012-446-2012-3",2012,2012,3,446,2,,,,,,,,,,,"Core CPI",0.25
"2012-456-2012-3",2012,2012,3,456,1,0,0,0,10,40,45,5,0,0,0,"Core CPI",0.25
"2012-463-2012-3",2012,2012,3,463,2,0,0,0,3,52,42,3,0,0,0,"Core CPI",0.25
"2012-472-2012-3",2012,2012,3,472,2,0,0,0,0,80,20,0,0,0,0,"Core CPI",0.25
"2012-483-2012-3",2012,2012,3,483,3,0,0,0,0,5,70,20,5,0,0,"Core CPI",0.25
"2012-484-2012-3",2012,2012,3,484,2,0,0,3,6,52,30,6,3,0,0,"Core CPI",0.25
"2012-504-2012-3",2012,2012,3,504,1,0,0,0,0,4,40,30,20,5,1,"Core CPI",0.25
"2012-507-2012-3",2012,2012,3,507,3,0,0,0,20,65,15,0,0,0,0,"Core CPI",0.25
"2012-508-2012-3",2012,2012,3,508,2,,,,,,,,,,,"Core CPI",0.25
"2012-510-2012-3",2012,2012,3,510,2,0,0,0,20,70,10,0,0,0,0,"Core CPI",0.25
"2012-512-2012-3",2012,2012,3,512,2,0,0,0,45,40,10,5,0,0,0,"Core CPI",0.25
"2012-518-2012-3",2012,2012,3,518,2,0,0,0,0,10,80,10,0,0,0,"Core CPI",0.25
"2012-520-2012-3",2012,2012,3,520,2,0,0,0,0,20,80,0,0,0,0,"Core CPI",0.25
"2012-523-2012-3",2012,2012,3,523,2,4.42,6.45,9.62,12.17,15.21,16.75,12.05,8.84,7.03,7.46,"Core CPI",0.25
"2012-524-2012-3",2012,2012,3,524,2,0,0,10,15,30,20,15,10,0,0,"Core CPI",0.25
"2012-526-2012-3",2012,2012,3,526,2,0,0,0,0,30,50,20,0,0,0,"Core CPI",0.25
"2012-527-2012-3",2012,2012,3,527,2,0,0,0,0,30,60,10,0,0,0,"Core CPI",0.25
"2012-532-2012-3",2012,2012,3,532,2,0,0,0,0,60,40,0,0,0,0,"Core CPI",0.25
"2012-533-2012-3",2012,2012,3,533,1,0,0,0,5,20,30,30,10,5,0,"Core CPI",0.25
"2012-535-2012-3",2012,2012,3,535,1,,,,,,,,,,,"Core CPI",0.25
"2012-540-2012-3",2012,2012,3,540,2,0,5,30,35,30,0,0,0,0,0,"Core CPI",0.25
"2012-542-2012-3",2012,2012,3,542,1,0,0,10,30,45,15,0,0,0,0,"Core CPI",0.25
"2012-546-2012-3",2012,2012,3,546,1,0,0,5,20,60,10,5,0,0,0,"Core CPI",0.25
"2012-548-2012-3",2012,2012,3,548,2,0,0,0,0,70,30,0,0,0,0,"Core CPI",0.25
"2012-549-2012-3",2012,2012,3,549,1,0,0,0,10,85,5,0,0,0,0,"Core CPI",0.25
"2012-553-2012-3",2012,2012,3,553,2,0.5,1,4,10,44,25,8,6,1.5,0,"Core CPI",0.25
"2012-555-2012-3",2012,2012,3,555,1,0,0,0,20,50,30,0,0,0,0,"Core CPI",0.25
"2012-556-2012-3",2012,2012,3,556,1,0,0,0,5,45,45,5,0,0,0,"Core CPI",0.25
"2012-557-2012-3",2012,2012,3,557,1,0,0,0,10,40,44,6,0,0,0,"Core CPI",0.25
"2012-558-2012-3",2012,2012,3,558,1,0,0,0,20,0,80,0,0,0,0,"Core CPI",0.25
"2012-559-2012-3",2012,2012,3,559,1,0,0,0,25,50,25,0,0,0,0,"Core CPI",0.25
"2012-560-2012-3",2012,2012,3,560,2,,,,,,,,,,,"Core CPI",0.25
"2012-563-2012-3",2012,2012,3,563,2,0.08,0.48,4.68,21.6,52.24,17.72,2.88,0.24,0.08,0,"Core CPI",0.25
"2012-568-2012-3",2012,2012,3,568,2,0,0,5,45,45,5,0,0,0,0,"Core CPI",0.25
"2012-569-2012-3",2012,2012,3,569,1,,,,,,,,,,,"Core CPI",0.25
"2012-571-2012-3",2012,2012,3,571,1,0,0,0,5,55,40,0,0,0,0,"Core CPI",0.25
"2012-572-2012-3",2012,2012,3,572,1,0,0,0,20,45,30,5,0,0,0,"Core CPI",0.25
"2012-407-2012-4",2012,2012,4,407,2,,,,,,,,,,,"Core CPI",0
"2012-411-2012-4",2012,2012,4,411,2,0,0,0,0,85,15,0,0,0,0,"Core CPI",0
"2012-426-2012-4",2012,2012,4,426,2,0,0,0,10,40,40,10,0,0,0,"Core CPI",0
"2012-428-2012-4",2012,2012,4,428,2,0,0,0,15,45,25,15,0,0,0,"Core CPI",0
"2012-433-2012-4",2012,2012,4,433,2,0,0,0,0,10,80,10,0,0,0,"Core CPI",0
"2012-446-2012-4",2012,2012,4,446,2,,,,,,,,,,,"Core CPI",0
"2012-463-2012-4",2012,2012,4,463,2,0,0,0,0,55,45,0,0,0,0,"Core CPI",0
"2012-472-2012-4",2012,2012,4,472,2,0,0,0,0,50,50,0,0,0,0,"Core CPI",0
"2012-483-2012-4",2012,2012,4,483,3,0,0,0,0,0,90,10,0,0,0,"Core CPI",0
"2012-484-2012-4",2012,2012,4,484,2,0,0,0,0,52,48,0,0,0,0,"Core CPI",0
"2012-504-2012-4",2012,2012,4,504,1,0,0,0,0,10,80,10,0,0,0,"Core CPI",0
"2012-506-2012-4",2012,2012,4,506,2,,,,,,,,,,,"Core CPI",0
"2012-507-2012-4",2012,2012,4,507,3,0,0,0,0,65,35,0,0,0,0,"Core CPI",0
"2012-508-2012-4",2012,2012,4,508,2,0,0,0,5,20,50,20,5,0,0,"Core CPI",0
"2012-510-2012-4",2012,2012,4,510,2,0,0,0,0,50,50,0,0,0,0,"Core CPI",0
"2012-512-2012-4",2012,2012,4,512,2,0,0,0,45,40,10,5,0,0,0,"Core CPI",0
"2012-518-2012-4",2012,2012,4,518,2,0,0,0,5,90,5,0,0,0,0,"Core CPI",0
"2012-520-2012-4",2012,2012,4,520,2,0,0,0,0,60,40,0,0,0,0,"Core CPI",0
"2012-524-2012-4",2012,2012,4,524,2,0,0,5,15,30,25,15,10,0,0,"Core CPI",0
"2012-526-2012-4",2012,2012,4,526,2,0,0,0,0,20,60,20,0,0,0,"Core CPI",0
"2012-527-2012-4",2012,2012,4,527,2,0,0,0,0,60,40,0,0,0,0,"Core CPI",0
"2012-532-2012-4",2012,2012,4,532,2,0,0,0,0,60,40,0,0,0,0,"Core CPI",0
"2012-535-2012-4",2012,2012,4,535,1,0,0,0,0,70,30,0,0,0,0,"Core CPI",0
"2012-540-2012-4",2012,2012,4,540,2,0,5,30,35,30,0,0,0,0,0,"Core CPI",0
"2012-542-2012-4",2012,2012,4,542,1,0,0,10,30,45,15,0,0,0,0,"Core CPI",0
"2012-546-2012-4",2012,2012,4,546,1,0,0,0,10,70,20,0,0,0,0,"Core CPI",0
"2012-548-2012-4",2012,2012,4,548,2,0,0,0,0,70,30,0,0,0,0,"Core CPI",0
"2012-549-2012-4",2012,2012,4,549,1,0,0,0,0,50,50,0,0,0,0,"Core CPI",0
"2012-553-2012-4",2012,2012,4,553,2,0.5,1,4,10,44,25,8,6,1.5,0,"Core CPI",0
"2012-555-2012-4",2012,2012,4,555,1,0,0,0,0,10,90,0,0,0,0,"Core CPI",0
"2012-556-2012-4",2012,2012,4,556,1,0,0,0,2.5,92.5,5,0,0,0,0,"Core CPI",0
"2012-557-2012-4",2012,2012,4,557,1,0,0,0,10,40,44,6,0,0,0,"Core CPI",0
"2012-559-2012-4",2012,2012,4,559,1,0,0,0,1,30,65,4,0,0,0,"Core CPI",0
"2012-560-2012-4",2012,2012,4,560,2,,,,,,,,,,,"Core CPI",0
"2012-563-2012-4",2012,2012,4,563,2,0,0,0,0.88,50.24,48.04,0.84,0,0,0,"Core CPI",0
"2012-568-2012-4",2012,2012,4,568,2,0,0,0,5,55,40,0,0,0,0,"Core CPI",0
