Year.ID.ForecastYear.Quarter,YEAR FORECAST MADE,YEAR BEING FORECAST,QUARTER,FORECASTER ID,INDUSTRY,BIN 1,BIN 2,BIN 3,BIN 4,BIN 5,BIN 6,BIN 7,BIN 8,BIN 9,BIN 10,INDICATOR,TDIST
2015-549-2015-1,2015,2015,1,549,1.0,0.0,0.0,0.0,0.0,5.0,85.0,10.0,0.0,0.0,0.0,Core PCE,0.75
2015-553-2015-1,2015,2015,1,553,2.0,0.0,0.15,0.85,3.0,18.0,42.0,30.0,5.0,1.0,0.0,Core PCE,0.75
2015-555-2015-1,2015,2015,1,555,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,90.0,5.0,0.0,Core PCE,0.75
2015-556-2015-1,2015,2015,1,556,1.0,0.0,0.0,12.5,27.5,27.5,22.5,10.0,0.0,0.0,0.0,Core PCE,0.75
2015-557-2015-1,2015,2015,1,557,1.0,0.0,0.0,0.0,0.0,10.0,45.0,40.0,5.0,0.0,0.0,Core PCE,0.75
2015-559-2015-1,2015,2015,1,559,1.0,0.0,0.0,0.0,8.0,20.0,35.0,25.0,12.0,0.0,0.0,Core PCE,0.75
2015-563-2015-1,2015,2015,1,563,2.0,0.08,0.2,0.8,3.72,11.52,27.36,33.12,17.68,4.68,0.84,Core PCE,0.75
2015-568-2015-1,2015,2015,1,568,2.0,0.0,0.0,0.0,5.0,30.0,40.0,25.0,0.0,0.0,0.0,Core PCE,0.75
2015-569-2015-1,2015,2015,1,569,1.0,,,,,,,,,,,Core PCE,0.75
2015-570-2015-1,2015,2015,1,570,2.0,3.0,2.0,2.0,6.0,14.0,22.0,24.0,17.0,10.0,0.0,Core PCE,0.75
2015-572-2015-1,2015,2015,1,572,1.0,0.0,0.0,1.0,4.0,15.0,32.0,28.0,15.0,4.0,1.0,Core PCE,0.75
2015-574-2015-1,2015,2015,1,574,2.0,1.0,2.0,5.0,15.0,20.0,25.0,20.0,8.0,3.0,1.0,Core PCE,0.75
2015-575-2015-1,2015,2015,1,575,2.0,,,,,,,,,,,Core PCE,0.75
2015-577-2015-1,2015,2015,1,577,2.0,0.7,1.6,4.1,11.0,12.9,23.0,21.4,11.0,6.3,8.0,Core PCE,0.75
2015-578-2015-1,2015,2015,1,578,2.0,0.0,0.0,0.0,0.0,35.0,50.0,15.0,0.0,0.0,0.0,Core PCE,0.75
2015-579-2015-1,2015,2015,1,579,1.0,0.0,0.0,0.0,0.0,10.0,25.0,35.0,20.0,10.0,0.0,Core PCE,0.75
2015-580-2015-1,2015,2015,1,580,1.0,0.0,0.0,0.0,0.0,0.0,20.0,50.0,30.0,0.0,0.0,Core PCE,0.75
2015-411-2015-2,2015,2015,2,411,2.0,,,,,,,,,,,Core PCE,0.5
2015-422-2015-2,2015,2015,2,422,1.0,0.0,0.0,5.0,5.0,15.0,20.0,20.0,20.0,15.0,0.0,Core PCE,0.5
2015-424-2015-2,2015,2015,2,424,1.0,,,,,,,,,,,Core PCE,0.5
2015-426-2015-2,2015,2015,2,426,2.0,0.0,0.0,0.0,0.0,0.0,20.0,25.0,30.0,25.0,0.0,Core PCE,0.5
2015-428-2015-2,2015,2015,2,428,2.0,0.0,0.0,0.0,0.0,5.0,55.0,35.0,5.0,0.0,0.0,Core PCE,0.5
2015-429-2015-2,2015,2015,2,429,2.0,,,,,,,,,,,Core PCE,0.5
2015-433-2015-2,2015,2015,2,433,2.0,0.0,0.0,0.0,0.0,15.0,60.0,25.0,0.0,0.0,0.0,Core PCE,0.5
2015-456-2015-2,2015,2015,2,456,1.0,,,,,,,,,,,Core PCE,0.5
2015-463-2015-2,2015,2015,2,463,2.0,0.0,0.0,0.0,0.0,0.0,40.0,50.0,10.0,0.0,0.0,Core PCE,0.5
2015-484-2015-2,2015,2015,2,484,2.0,0.0,0.0,0.0,1.0,18.0,29.0,33.0,18.0,1.0,0.0,Core PCE,0.5
2015-504-2015-2,2015,2015,2,504,1.0,0.0,0.0,0.0,5.0,7.0,30.0,40.0,12.0,5.0,1.0,Core PCE,0.5
2015-506-2015-2,2015,2015,2,506,2.0,0.0,0.0,0.0,0.0,0.0,40.0,50.0,10.0,0.0,0.0,Core PCE,0.5
2015-507-2015-2,2015,2015,2,507,3.0,0.0,0.0,0.0,0.0,15.0,66.0,19.0,0.0,0.0,0.0,Core PCE,0.5
2015-510-2015-2,2015,2015,2,510,2.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,Core PCE,0.5
2015-512-2015-2,2015,2015,2,512,2.0,0.0,0.0,0.0,0.0,10.0,20.0,35.0,25.0,5.0,5.0,Core PCE,0.5
2015-518-2015-2,2015,2015,2,518,2.0,0.0,0.0,0.0,0.0,0.0,25.0,70.0,5.0,0.0,0.0,Core PCE,0.5
2015-520-2015-2,2015,2015,2,520,2.0,,,,,,,,,,,Core PCE,0.5
2015-523-2015-2,2015,2015,2,523,2.0,1.5,3.0,5.99,11.98,23.96,27.65,13.82,6.91,3.46,1.73,Core PCE,0.5
2015-527-2015-2,2015,2015,2,527,2.0,0.0,0.0,0.0,0.0,0.0,20.0,60.0,20.0,0.0,0.0,Core PCE,0.5
2015-532-2015-2,2015,2015,2,532,2.0,0.0,0.0,0.0,0.0,40.0,55.0,5.0,0.0,0.0,0.0,Core PCE,0.5
2015-533-2015-2,2015,2015,2,533,1.0,0.0,0.0,0.0,0.0,10.0,50.0,25.0,15.0,0.0,0.0,Core PCE,0.5
2015-535-2015-2,2015,2015,2,535,1.0,0.0,0.0,0.0,5.0,15.0,60.0,20.0,0.0,0.0,0.0,Core PCE,0.5
2015-542-2015-2,2015,2015,2,542,1.0,0.0,0.0,0.0,5.0,10.0,50.0,30.0,5.0,0.0,0.0,Core PCE,0.5
2015-546-2015-2,2015,2015,2,546,1.0,0.0,0.0,0.0,3.0,22.0,30.0,30.0,10.0,5.0,0.0,Core PCE,0.5
2015-548-2015-2,2015,2015,2,548,2.0,,,,,,,,,,,Core PCE,0.5
2015-549-2015-2,2015,2015,2,549,1.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,Core PCE,0.5
2015-555-2015-2,2015,2015,2,555,1.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,20.0,0.0,0.0,Core PCE,0.5
2015-556-2015-2,2015,2015,2,556,1.0,0.0,0.0,12.5,27.5,27.5,22.5,10.0,0.0,0.0,0.0,Core PCE,0.5
2015-557-2015-2,2015,2015,2,557,1.0,0.0,0.0,0.0,0.0,0.0,15.0,55.0,30.0,0.0,0.0,Core PCE,0.5
2015-559-2015-2,2015,2015,2,559,1.0,0.0,0.0,0.0,8.0,20.0,35.0,25.0,12.0,0.0,0.0,Core PCE,0.5
2015-560-2015-2,2015,2015,2,560,2.0,,,,,,,,,,,Core PCE,0.5
2015-563-2015-2,2015,2015,2,563,2.0,0.0,0.0,0.04,0.36,1.84,9.12,35.32,41.96,10.48,0.88,Core PCE,0.5
2015-568-2015-2,2015,2015,2,568,2.0,0.0,0.0,0.0,0.0,25.0,35.0,35.0,5.0,0.0,0.0,Core PCE,0.5
2015-569-2015-2,2015,2015,2,569,1.0,,,,,,,,,,,Core PCE,0.5
2015-570-2015-2,2015,2015,2,570,2.0,5.0,2.0,1.0,4.0,11.0,20.0,24.0,21.0,12.0,0.0,Core PCE,0.5
2015-572-2015-2,2015,2015,2,572,1.0,0.0,0.0,1.0,4.0,15.0,30.0,30.0,15.0,4.0,1.0,Core PCE,0.5
2015-574-2015-2,2015,2015,2,574,2.0,0.0,2.0,5.0,15.0,20.0,25.0,20.0,8.0,4.0,1.0,Core PCE,0.5
2015-575-2015-2,2015,2015,2,575,2.0,,,,,,,,,,,Core PCE,0.5
2015-576-2015-2,2015,2015,2,576,2.0,0.0,0.0,0.0,0.0,5.0,21.0,36.0,28.0,9.0,1.0,Core PCE,0.5
2015-577-2015-2,2015,2015,2,577,2.0,0.0,0.0,0.0,1.3,5.2,21.2,25.4,20.6,20.6,5.7,Core PCE,0.5
2015-578-2015-2,2015,2015,2,578,2.0,0.0,0.0,0.0,5.0,10.0,40.0,40.0,5.0,0.0,0.0,Core PCE,0.5
2015-579-2015-2,2015,2015,2,579,1.0,0.0,0.0,0.0,0.0,0.0,40.0,45.0,15.0,0.0,0.0,Core PCE,0.5
2015-580-2015-2,2015,2015,2,580,1.0,0.0,0.0,0.0,0.0,0.0,20.0,50.0,30.0,0.0,0.0,Core PCE,0.5
2015-581-2015-2,2015,2015,2,581,1.0,0.0,0.0,5.0,20.0,50.0,20.0,5.0,0.0,0.0,0.0,Core PCE,0.5
2015-411-2015-3,2015,2015,3,411,2.0,,,,,,,,,,,Core PCE,0.25
2015-421-2015-3,2015,2015,3,421,2.0,0.0,0.0,10.0,25.0,30.0,20.0,10.0,5.0,0.0,0.0,Core PCE,0.25
2015-422-2015-3,2015,2015,3,422,1.0,0.0,0.0,0.0,5.0,15.0,20.0,25.0,20.0,15.0,0.0,Core PCE,0.25
2015-424-2015-3,2015,2015,3,424,1.0,,,,,,,,,,,Core PCE,0.25
2015-426-2015-3,2015,2015,3,426,2.0,0.0,0.0,0.0,5.0,10.0,35.0,35.0,15.0,0.0,0.0,Core PCE,0.25
2015-428-2015-3,2015,2015,3,428,2.0,0.0,0.0,0.0,0.0,5.0,55.0,35.0,5.0,0.0,0.0,Core PCE,0.25
2015-433-2015-3,2015,2015,3,433,2.0,0.0,0.0,0.0,0.0,20.0,60.0,20.0,0.0,0.0,0.0,Core PCE,0.25
2015-456-2015-3,2015,2015,3,456,1.0,,,,,,,,,,,Core PCE,0.25
2015-463-2015-3,2015,2015,3,463,2.0,0.0,0.0,0.0,0.0,0.0,20.0,50.0,30.0,0.0,0.0,Core PCE,0.25
2015-484-2015-3,2015,2015,3,484,2.0,0.0,0.0,0.0,1.0,18.0,29.0,33.0,18.0,1.0,0.0,Core PCE,0.25
2015-504-2015-3,2015,2015,3,504,1.0,0.0,0.0,0.0,5.0,7.0,30.0,40.0,12.0,5.0,1.0,Core PCE,0.25
2015-506-2015-3,2015,2015,3,506,2.0,0.0,0.0,0.0,0.0,30.0,50.0,20.0,0.0,0.0,0.0,Core PCE,0.25
2015-508-2015-3,2015,2015,3,508,2.0,0.0,0.0,0.0,0.0,0.0,35.0,45.0,20.0,0.0,0.0,Core PCE,0.25
2015-510-2015-3,2015,2015,3,510,2.0,0.0,0.0,0.0,0.0,0.0,90.0,10.0,0.0,0.0,0.0,Core PCE,0.25
2015-512-2015-3,2015,2015,3,512,2.0,0.0,0.0,0.0,0.0,10.0,20.0,35.0,25.0,5.0,5.0,Core PCE,0.25
2015-518-2015-3,2015,2015,3,518,2.0,0.0,0.0,0.0,0.0,0.0,25.0,70.0,5.0,0.0,0.0,Core PCE,0.25
2015-520-2015-3,2015,2015,3,520,2.0,,,,,,,,,,,Core PCE,0.25
2015-527-2015-3,2015,2015,3,527,2.0,,,,,,,,,,,Core PCE,0.25
2015-528-2015-3,2015,2015,3,528,1.0,0.0,0.0,0.0,0.0,0.0,20.0,50.0,30.0,0.0,0.0,Core PCE,0.25
2015-533-2015-3,2015,2015,3,533,1.0,0.0,0.0,0.0,0.0,10.0,50.0,25.0,15.0,0.0,0.0,Core PCE,0.25
2015-535-2015-3,2015,2015,3,535,1.0,0.0,0.0,0.0,0.0,0.0,70.0,30.0,0.0,0.0,0.0,Core PCE,0.25
2015-542-2015-3,2015,2015,3,542,1.0,0.0,0.0,0.0,15.0,50.0,35.0,0.0,0.0,0.0,0.0,Core PCE,0.25
2015-546-2015-3,2015,2015,3,546,1.0,0.0,0.0,0.0,2.0,23.0,40.0,33.0,2.0,0.0,0.0,Core PCE,0.25
2015-548-2015-3,2015,2015,3,548,2.0,0.0,0.0,0.0,0.0,0.0,5.0,90.0,5.0,0.0,0.0,Core PCE,0.25
2015-549-2015-3,2015,2015,3,549,1.0,0.0,0.0,0.0,0.0,0.0,75.0,25.0,0.0,0.0,0.0,Core PCE,0.25
2015-553-2015-3,2015,2015,3,553,2.0,0.0,0.5,1.0,3.0,10.0,35.0,30.0,15.0,5.0,0.5,Core PCE,0.25
2015-555-2015-3,2015,2015,3,555,1.0,0.0,0.0,0.0,0.0,20.0,50.0,30.0,0.0,0.0,0.0,Core PCE,0.25
2015-557-2015-3,2015,2015,3,557,1.0,0.0,0.0,0.0,0.0,0.0,4.78,94.6,0.62,0.0,0.0,Core PCE,0.25
2015-559-2015-3,2015,2015,3,559,1.0,0.0,0.0,0.0,3.0,20.0,43.0,33.0,1.0,0.0,0.0,Core PCE,0.25
2015-560-2015-3,2015,2015,3,560,2.0,,,,,,,,,,,Core PCE,0.25
2015-563-2015-3,2015,2015,3,563,2.0,0.0,0.0,0.0,0.76,12.92,67.36,18.76,0.2,0.0,0.0,Core PCE,0.25
2015-568-2015-3,2015,2015,3,568,2.0,0.0,0.0,0.0,0.0,30.0,35.0,35.0,0.0,0.0,0.0,Core PCE,0.25
2015-569-2015-3,2015,2015,3,569,1.0,,,,,,,,,,,Core PCE,0.25
2015-570-2015-3,2015,2015,3,570,2.0,2.0,1.0,3.0,8.0,17.0,24.0,23.0,15.0,7.0,0.0,Core PCE,0.25
2015-572-2015-3,2015,2015,3,572,1.0,0.0,0.0,1.0,4.0,15.0,30.0,30.0,15.0,4.0,1.0,Core PCE,0.25
2015-574-2015-3,2015,2015,3,574,2.0,0.0,2.0,5.0,15.0,20.0,25.0,20.0,8.0,4.0,1.0,Core PCE,0.25
2015-575-2015-3,2015,2015,3,575,2.0,,,,,,,,,,,Core PCE,0.25
2015-576-2015-3,2015,2015,3,576,2.0,0.0,0.0,0.0,1.5,3.5,10.0,80.0,5.0,0.0,0.0,Core PCE,0.25
2015-577-2015-3,2015,2015,3,577,2.0,0.0,0.0,0.0,9.0,12.0,29.0,22.0,12.0,10.0,6.0,Core PCE,0.25
2015-578-2015-3,2015,2015,3,578,2.0,0.0,0.0,0.0,0.0,0.0,15.0,85.0,0.0,0.0,0.0,Core PCE,0.25
2015-579-2015-3,2015,2015,3,579,1.0,0.0,0.0,0.0,0.0,0.0,60.0,40.0,0.0,0.0,0.0,Core PCE,0.25
2015-581-2015-3,2015,2015,3,581,1.0,0.0,0.0,5.0,20.0,50.0,20.0,5.0,0.0,0.0,0.0,Core PCE,0.25
2015-411-2015-4,2015,2015,4,411,2.0,,,,,,,,,,,Core PCE,0.0
2015-421-2015-4,2015,2015,4,421,2.0,0.0,0.0,0.0,0.0,5.0,45.0,45.0,5.0,0.0,0.0,Core PCE,0.0
2015-422-2015-4,2015,2015,4,422,1.0,0.0,0.0,0.0,0.0,5.0,25.0,45.0,20.0,5.0,0.0,Core PCE,0.0
2015-424-2015-4,2015,2015,4,424,1.0,,,,,,,,,,,Core PCE,0.0
2015-426-2015-4,2015,2015,4,426,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,40.0,40.0,15.0,Core PCE,0.0
2015-428-2015-4,2015,2015,4,428,2.0,0.0,0.0,0.0,0.0,0.0,5.0,95.0,0.0,0.0,0.0,Core PCE,0.0
2015-429-2015-4,2015,2015,4,429,2.0,,,,,,,,,,,Core PCE,0.0
2015-433-2015-4,2015,2015,4,433,2.0,0.0,0.0,0.0,0.0,0.0,20.0,65.0,15.0,0.0,0.0,Core PCE,0.0
2015-456-2015-4,2015,2015,4,456,1.0,,,,,,,,,,,Core PCE,0.0
2015-463-2015-4,2015,2015,4,463,2.0,,,,,,,,,,,Core PCE,0.0
2015-472-2015-4,2015,2015,4,472,2.0,0.0,0.0,0.0,0.0,0.0,20.0,80.0,0.0,0.0,0.0,Core PCE,0.0
2015-484-2015-4,2015,2015,4,484,2.0,0.0,0.0,0.0,1.0,18.0,29.0,33.0,18.0,1.0,0.0,Core PCE,0.0
2015-504-2015-4,2015,2015,4,504,1.0,0.0,0.0,0.0,5.0,7.0,30.0,40.0,12.0,5.0,1.0,Core PCE,0.0
2015-506-2015-4,2015,2015,4,506,2.0,0.0,0.0,0.0,0.0,0.0,3.0,97.0,0.0,0.0,0.0,Core PCE,0.0
2015-507-2015-4,2015,2015,4,507,3.0,0.0,0.0,0.0,0.0,5.0,45.0,45.0,5.0,0.0,0.0,Core PCE,0.0
2015-508-2015-4,2015,2015,4,508,2.0,,,,,,,,,,,Core PCE,0.0
2015-510-2015-4,2015,2015,4,510,2.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,Core PCE,0.0
2015-518-2015-4,2015,2015,4,518,2.0,0.0,0.0,0.0,0.0,0.0,15.0,85.0,0.0,0.0,0.0,Core PCE,0.0
2015-520-2015-4,2015,2015,4,520,2.0,,,,,,,,,,,Core PCE,0.0
2015-523-2015-4,2015,2015,4,523,2.0,,,,,,,,,,,Core PCE,0.0
2015-524-2015-4,2015,2015,4,524,2.0,0.0,0.0,10.0,25.0,35.0,25.0,5.0,0.0,0.0,0.0,Core PCE,0.0
2015-528-2015-4,2015,2015,4,528,1.0,0.0,0.0,0.0,0.0,0.0,10.0,90.0,0.0,0.0,0.0,Core PCE,0.0
2015-532-2015-4,2015,2015,4,532,2.0,0.0,0.0,0.0,0.0,40.0,55.0,5.0,0.0,0.0,0.0,Core PCE,0.0
2015-533-2015-4,2015,2015,4,533,1.0,,,,,,,,,,,Core PCE,0.0
2015-535-2015-4,2015,2015,4,535,1.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,Core PCE,0.0
2015-540-2015-4,2015,2015,4,540,2.0,,,,,,,,,,,Core PCE,0.0
2015-542-2015-4,2015,2015,4,542,1.0,0.0,0.0,0.0,0.0,0.0,30.0,70.0,0.0,0.0,0.0,Core PCE,0.0
2015-546-2015-4,2015,2015,4,546,1.0,0.0,0.0,0.0,1.0,4.0,48.0,42.0,4.0,1.0,0.0,Core PCE,0.0
2015-548-2015-4,2015,2015,4,548,2.0,0.0,0.0,0.0,0.0,0.0,30.0,65.0,5.0,0.0,0.0,Core PCE,0.0
2015-549-2015-4,2015,2015,4,549,1.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,Core PCE,0.0
2015-553-2015-4,2015,2015,4,553,2.0,0.0,0.5,1.0,3.0,10.0,35.0,30.0,15.0,5.0,0.5,Core PCE,0.0
2015-555-2015-4,2015,2015,4,555,1.0,0.0,0.0,0.0,0.0,0.0,10.0,70.0,20.0,0.0,0.0,Core PCE,0.0
2015-556-2015-4,2015,2015,4,556,1.0,0.0,0.0,0.0,0.0,0.0,70.0,30.0,0.0,0.0,0.0,Core PCE,0.0
2015-557-2015-4,2015,2015,4,557,1.0,0.0,0.0,0.0,0.0,0.0,45.0,50.0,5.0,0.0,0.0,Core PCE,0.0
2015-559-2015-4,2015,2015,4,559,1.0,0.0,0.0,0.0,0.0,5.0,40.0,50.0,5.0,0.0,0.0,Core PCE,0.0
2015-563-2015-4,2015,2015,4,563,2.0,0.0,0.0,0.0,0.0,0.0,24.84,75.16,0.0,0.0,0.0,Core PCE,0.0
2015-568-2015-4,2015,2015,4,568,2.0,0.0,0.0,0.0,0.0,0.0,44.0,53.0,3.0,0.0,0.0,Core PCE,0.0
2015-569-2015-4,2015,2015,4,569,1.0,,,,,,,,,,,Core PCE,0.0
2015-570-2015-4,2015,2015,4,570,2.0,1.0,2.0,2.0,6.0,14.0,22.0,24.0,18.0,10.0,1.0,Core PCE,0.0
2015-572-2015-4,2015,2015,4,572,1.0,0.0,0.0,1.0,2.0,8.0,39.0,39.0,8.0,2.0,1.0,Core PCE,0.0
2015-574-2015-4,2015,2015,4,574,2.0,0.0,2.0,5.0,15.0,20.0,25.0,20.0,8.0,4.0,1.0,Core PCE,0.0
2015-575-2015-4,2015,2015,4,575,2.0,,,,,,,,,,,Core PCE,0.0
2015-576-2015-4,2015,2015,4,576,2.0,0.0,0.0,0.0,0.0,2.0,5.0,42.0,42.0,9.0,0.0,Core PCE,0.0
2015-578-2015-4,2015,2015,4,578,2.0,0.0,0.0,0.0,0.0,5.0,20.0,70.0,5.0,0.0,0.0,Core PCE,0.0
2015-579-2015-4,2015,2015,4,579,1.0,0.0,0.0,0.0,0.0,0.0,40.0,60.0,0.0,0.0,0.0,Core PCE,0.0
2016-421-2016-1,2016,2016,1,421,2.0,0.0,0.0,5.0,25.0,30.0,25.0,10.0,5.0,0.0,0.0,Core PCE,0.75
2016-422-2016-1,2016,2016,1,422,1.0,1.0,1.0,1.0,2.0,10.0,20.0,35.0,25.0,4.0,1.0,Core PCE,0.75
2016-424-2016-1,2016,2016,1,424,1.0,,,,,,,,,,,Core PCE,0.75
2016-426-2016-1,2016,2016,1,426,2.0,0.0,0.0,0.0,0.0,0.0,5.0,45.0,45.0,5.0,0.0,Core PCE,0.75
2016-433-2016-1,2016,2016,1,433,2.0,0.0,0.0,0.0,0.0,15.0,65.0,20.0,0.0,0.0,0.0,Core PCE,0.75
2016-456-2016-1,2016,2016,1,456,1.0,,,,,,,,,,,Core PCE,0.75
2016-472-2016-1,2016,2016,1,472,2.0,0.0,0.0,0.0,0.0,0.0,80.0,20.0,0.0,0.0,0.0,Core PCE,0.75
2016-484-2016-1,2016,2016,1,484,2.0,0.0,0.0,2.0,8.0,22.0,30.0,26.0,11.0,1.0,0.0,Core PCE,0.75
2016-504-2016-1,2016,2016,1,504,1.0,0.0,0.0,1.0,4.0,18.0,35.0,30.0,10.0,2.0,0.0,Core PCE,0.75
2016-506-2016-1,2016,2016,1,506,2.0,1.0,1.0,2.0,5.0,13.0,50.0,15.0,10.0,2.0,1.0,Core PCE,0.75
2016-507-2016-1,2016,2016,1,507,3.0,0.0,0.0,0.0,0.0,15.0,55.0,30.0,0.0,0.0,0.0,Core PCE,0.75
2016-508-2016-1,2016,2016,1,508,2.0,0.0,0.0,0.0,0.0,0.0,40.0,50.0,10.0,0.0,0.0,Core PCE,0.75
2016-510-2016-1,2016,2016,1,510,2.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,Core PCE,0.75
2016-512-2016-1,2016,2016,1,512,2.0,0.0,0.0,0.0,10.0,20.0,40.0,25.0,5.0,0.0,0.0,Core PCE,0.75
2016-518-2016-1,2016,2016,1,518,2.0,0.0,0.0,0.0,0.0,10.0,70.0,20.0,0.0,0.0,0.0,Core PCE,0.75
2016-520-2016-1,2016,2016,1,520,2.0,,,,,,,,,,,Core PCE,0.75
2016-524-2016-1,2016,2016,1,524,2.0,0.0,0.0,10.0,25.0,35.0,25.0,5.0,0.0,0.0,0.0,Core PCE,0.75
2016-527-2016-1,2016,2016,1,527,2.0,0.0,0.0,0.0,0.0,20.0,70.0,10.0,0.0,0.0,0.0,Core PCE,0.75
2016-528-2016-1,2016,2016,1,528,1.0,0.0,0.0,0.0,0.0,0.0,10.0,80.0,10.0,0.0,0.0,Core PCE,0.75
2016-532-2016-1,2016,2016,1,532,2.0,0.0,0.0,0.0,0.0,45.0,55.0,0.0,0.0,0.0,0.0,Core PCE,0.75
2016-533-2016-1,2016,2016,1,533,1.0,0.0,0.0,0.0,0.0,15.0,30.0,30.0,15.0,10.0,0.0,Core PCE,0.75
2016-535-2016-1,2016,2016,1,535,1.0,0.0,0.0,0.0,5.0,48.0,42.0,5.0,0.0,0.0,0.0,Core PCE,0.75
2016-542-2016-1,2016,2016,1,542,1.0,0.0,0.0,0.0,0.0,10.0,35.0,40.0,15.0,0.0,0.0,Core PCE,0.75
2016-546-2016-1,2016,2016,1,546,1.0,0.0,0.0,2.0,15.0,30.0,35.0,15.0,3.0,0.0,0.0,Core PCE,0.75
2016-548-2016-1,2016,2016,1,548,2.0,0.0,0.0,0.0,0.0,0.0,65.0,35.0,0.0,0.0,0.0,Core PCE,0.75
2016-549-2016-1,2016,2016,1,549,1.0,0.0,0.0,0.0,0.0,0.0,45.0,55.0,0.0,0.0,0.0,Core PCE,0.75
2016-553-2016-1,2016,2016,1,553,2.0,0.0,0.5,1.0,3.0,10.0,35.0,30.0,15.0,5.0,0.5,Core PCE,0.75
2016-555-2016-1,2016,2016,1,555,1.0,0.0,0.0,0.0,30.0,50.0,20.0,0.0,0.0,0.0,0.0,Core PCE,0.75
2016-556-2016-1,2016,2016,1,556,1.0,0.0,0.0,0.0,5.0,40.0,45.0,10.0,0.0,0.0,0.0,Core PCE,0.75
2016-557-2016-1,2016,2016,1,557,1.0,0.0,0.0,0.0,0.0,15.0,65.0,20.0,0.0,0.0,0.0,Core PCE,0.75
2016-563-2016-1,2016,2016,1,563,2.0,0.04,0.32,0.64,3.08,9.92,26.56,33.2,20.72,4.84,0.68,Core PCE,0.75
2016-568-2016-1,2016,2016,1,568,2.0,0.0,0.0,0.0,5.0,20.0,35.0,30.0,10.0,0.0,0.0,Core PCE,0.75
2016-569-2016-1,2016,2016,1,569,1.0,,,,,,,,,,,Core PCE,0.75
2016-570-2016-1,2016,2016,1,570,2.0,3.0,1.0,2.0,8.0,16.0,23.0,23.0,16.0,8.0,0.0,Core PCE,0.75
2016-572-2016-1,2016,2016,1,572,1.0,0.0,0.0,0.0,4.0,25.0,35.0,27.0,7.0,2.0,0.0,Core PCE,0.75
2016-574-2016-1,2016,2016,1,574,2.0,0.0,1.0,4.0,10.0,20.0,20.0,25.0,15.0,4.0,1.0,Core PCE,0.75
2016-576-2016-1,2016,2016,1,576,2.0,0.0,0.0,0.0,0.0,3.0,5.0,40.0,40.0,12.0,0.0,Core PCE,0.75
2016-577-2016-1,2016,2016,1,577,2.0,0.0,0.0,0.0,4.0,15.0,38.0,22.0,10.0,8.0,3.0,Core PCE,0.75
2016-578-2016-1,2016,2016,1,578,2.0,0.0,0.0,0.0,10.0,30.0,40.0,15.0,5.0,0.0,0.0,Core PCE,0.75
2016-579-2016-1,2016,2016,1,579,1.0,0.0,0.0,0.0,5.0,20.0,40.0,25.0,10.0,0.0,0.0,Core PCE,0.75
2016-421-2016-2,2016,2016,2,421,2.0,0.0,0.0,5.0,25.0,30.0,25.0,10.0,5.0,0.0,0.0,Core PCE,0.5
2016-422-2016-2,2016,2016,2,422,1.0,1.0,2.0,5.0,10.0,20.0,25.0,20.0,10.0,5.0,2.0,Core PCE,0.5
2016-424-2016-2,2016,2016,2,424,1.0,,,,,,,,,,,Core PCE,0.5
2016-426-2016-2,2016,2016,2,426,2.0,0.0,0.0,0.0,0.0,0.0,5.0,45.0,45.0,5.0,0.0,Core PCE,0.5
2016-429-2016-2,2016,2016,2,429,2.0,,,,,,,,,,,Core PCE,0.5
2016-433-2016-2,2016,2016,2,433,2.0,0.0,0.0,0.0,5.0,30.0,55.0,10.0,0.0,0.0,0.0,Core PCE,0.5
2016-446-2016-2,2016,2016,2,446,2.0,0.0,0.0,0.0,7.0,19.0,40.0,26.0,8.0,0.0,0.0,Core PCE,0.5
2016-456-2016-2,2016,2016,2,456,1.0,,,,,,,,,,,Core PCE,0.5
2016-463-2016-2,2016,2016,2,463,2.0,0.0,0.0,0.0,2.0,42.0,54.0,2.0,0.0,0.0,0.0,Core PCE,0.5
2016-472-2016-2,2016,2016,2,472,2.0,0.0,0.0,0.0,0.0,0.0,85.0,15.0,0.0,0.0,0.0,Core PCE,0.5
2016-484-2016-2,2016,2016,2,484,2.0,0.0,0.0,2.0,8.0,22.0,30.0,26.0,11.0,1.0,0.0,Core PCE,0.5
2016-504-2016-2,2016,2016,2,504,1.0,0.0,0.0,1.0,4.0,18.0,35.0,30.0,10.0,2.0,0.0,Core PCE,0.5
2016-506-2016-2,2016,2016,2,506,2.0,0.0,0.0,0.0,5.0,20.0,60.0,10.0,5.0,0.0,0.0,Core PCE,0.5
2016-507-2016-2,2016,2016,2,507,3.0,0.0,0.0,0.0,5.0,30.0,60.0,5.0,0.0,0.0,0.0,Core PCE,0.5
