Year.ID.ForecastYear.Quarter,YEAR FORECAST MADE,YEAR BEING FORECAST,QUARTER,FORECASTER ID,INDUSTRY,BIN 1,BIN 2,BIN 3,BIN 4,BIN 5,BIN 6,BIN 7,BIN 8,BIN 9,BIN 10,BIN 11,BIN 12,BIN 13,BIN 14,BIN 15,INDICATOR,TDIST
2008-516-2008-1,2008,2008,1,516,1.0,0.0,0.0,0.0,0.0,20.0,40.0,30.0,10.0,0.0,0.0,,,,,,RealGDP,0.75
2008-518-2008-1,2008,2008,1,518,2.0,0.0,0.0,0.0,5.0,25.0,40.0,25.0,5.0,0.0,0.0,,,,,,RealGDP,0.75
2008-519-2008-1,2008,2008,1,519,1.0,0.0,5.0,10.0,20.0,30.0,20.0,10.0,5.0,0.0,0.0,,,,,,RealGDP,0.75
2008-520-2008-1,2008,2008,1,520,2.0,0.0,0.0,0.0,0.0,90.0,10.0,0.0,0.0,0.0,0.0,,,,,,RealGDP,0.75
2008-521-2008-1,2008,2008,1,521,1.0,,,,,,,,,,,,,,,,RealGDP,0.75
2008-523-2008-1,2008,2008,1,523,2.0,13.7,9.8,19.6,21.5,15.7,7.8,4.9,2.1,2.0,2.9,,,,,,RealGDP,0.75
2008-524-2008-1,2008,2008,1,524,2.0,0.0,0.0,0.0,0.0,40.0,30.0,20.0,10.0,0.0,0.0,,,,,,RealGDP,0.75
2008-526-2008-1,2008,2008,1,526,2.0,0.0,0.0,0.0,0.0,10.0,65.0,20.0,5.0,0.0,0.0,,,,,,RealGDP,0.75
2008-527-2008-1,2008,2008,1,527,2.0,0.0,0.0,0.0,0.0,0.0,60.0,40.0,0.0,0.0,0.0,,,,,,RealGDP,0.75
2008-528-2008-1,2008,2008,1,528,1.0,0.0,0.0,0.0,0.0,30.0,50.0,20.0,0.0,0.0,0.0,,,,,,RealGDP,0.75
2008-531-2008-1,2008,2008,1,531,1.0,,,,,,,,,,,,,,,,RealGDP,0.75
2008-532-2008-1,2008,2008,1,532,2.0,0.0,0.0,0.0,0.0,40.0,50.0,10.0,0.0,0.0,0.0,,,,,,RealGDP,0.75
2008-535-2008-1,2008,2008,1,535,1.0,0.0,0.0,0.0,0.0,10.0,70.0,20.0,0.0,0.0,0.0,,,,,,RealGDP,0.75
2008-539-2008-1,2008,2008,1,539,1.0,0.0,0.0,0.0,5.0,15.0,35.0,25.0,17.0,2.0,1.0,,,,,,RealGDP,0.75
2008-540-2008-1,2008,2008,1,540,2.0,0.0,0.0,0.0,0.0,70.0,20.0,5.0,5.0,0.0,0.0,,,,,,RealGDP,0.75
2008-541-2008-1,2008,2008,1,541,1.0,0.0,0.0,0.0,10.0,30.0,40.0,20.0,0.0,0.0,0.0,,,,,,RealGDP,0.75
2008-542-2008-1,2008,2008,1,542,1.0,0.0,0.0,0.0,5.0,55.0,35.0,5.0,0.0,0.0,0.0,,,,,,RealGDP,0.75
2008-543-2008-1,2008,2008,1,543,1.0,0.0,0.0,0.0,0.0,30.0,40.0,20.0,10.0,0.0,0.0,,,,,,RealGDP,0.75
2008-546-2008-1,2008,2008,1,546,1.0,0.0,0.0,0.0,2.0,10.0,25.0,25.0,20.0,15.0,3.0,,,,,,RealGDP,0.75
2008-548-2008-1,2008,2008,1,548,2.0,0.0,0.0,0.0,20.0,60.0,10.0,10.0,0.0,0.0,0.0,,,,,,RealGDP,0.75
2008-549-2008-1,2008,2008,1,549,1.0,0.0,0.0,0.0,0.0,25.0,70.0,5.0,0.0,0.0,0.0,,,,,,RealGDP,0.75
2008-550-2008-1,2008,2008,1,550,2.0,0.0,5.0,10.0,17.0,25.0,24.0,14.0,2.0,2.0,1.0,,,,,,RealGDP,0.75
2008-551-2008-1,2008,2008,1,551,2.0,,,,,,,,,,,,,,,,RealGDP,0.75
2008-552-2008-1,2008,2008,1,552,1.0,0.0,0.0,0.0,0.0,0.0,50.0,40.0,10.0,0.0,0.0,,,,,,RealGDP,0.75
2008-553-2008-1,2008,2008,1,553,2.0,,,,,,,,,,,,,,,,RealGDP,0.75
2008-554-2008-1,2008,2008,1,554,2.0,0.0,0.0,0.0,0.0,5.0,30.0,35.0,25.0,5.0,0.0,,,,,,RealGDP,0.75
2008-555-2008-1,2008,2008,1,555,1.0,0.0,0.0,0.0,10.0,30.0,35.0,25.0,0.0,0.0,0.0,,,,,,RealGDP,0.75
2008-557-2008-1,2008,2008,1,557,1.0,0.1,0.5,1.0,3.0,23.0,35.0,25.0,7.0,4.0,1.4,,,,,,RealGDP,0.75
2008-20-2008-2,2008,2008,2,20,2.0,0.0,0.0,0.0,0.0,30.0,60.0,10.0,0.0,0.0,0.0,,,,,,RealGDP,0.5
2008-84-2008-2,2008,2008,2,84,1.0,0.0,0.0,0.0,0.0,20.0,40.0,25.0,10.0,4.0,1.0,,,,,,RealGDP,0.5
2008-407-2008-2,2008,2008,2,407,2.0,0.0,0.0,0.0,0.0,10.0,85.0,5.0,0.0,0.0,0.0,,,,,,RealGDP,0.5
2008-411-2008-2,2008,2008,2,411,2.0,0.0,0.0,0.0,0.0,47.0,48.0,5.0,0.0,0.0,0.0,,,,,,RealGDP,0.5
2008-421-2008-2,2008,2008,2,421,2.0,0.0,0.0,0.0,0.0,30.0,45.0,20.0,5.0,0.0,0.0,,,,,,RealGDP,0.5
2008-422-2008-2,2008,2008,2,422,1.0,0.0,0.0,0.0,0.0,10.0,15.0,25.0,25.0,15.0,10.0,,,,,,RealGDP,0.5
2008-424-2008-2,2008,2008,2,424,1.0,1.0,1.0,1.0,2.0,12.0,60.0,20.0,1.0,1.0,1.0,,,,,,RealGDP,0.5
2008-426-2008-2,2008,2008,2,426,2.0,0.0,0.0,0.0,5.0,5.0,35.0,25.0,15.0,10.0,5.0,,,,,,RealGDP,0.5
2008-428-2008-2,2008,2008,2,428,2.0,,,,,,,,,,,,,,,,RealGDP,0.5
2008-429-2008-2,2008,2008,2,429,2.0,,,,,,,,,,,,,,,,RealGDP,0.5
2008-431-2008-2,2008,2008,2,431,1.0,0.0,0.0,0.0,0.0,10.0,35.0,30.0,20.0,5.0,0.0,,,,,,RealGDP,0.5
2008-446-2008-2,2008,2008,2,446,2.0,0.0,0.0,0.0,0.0,5.0,90.0,5.0,0.0,0.0,0.0,,,,,,RealGDP,0.5
2008-463-2008-2,2008,2008,2,463,2.0,0.0,0.0,0.0,0.0,19.0,50.0,30.0,1.0,0.0,0.0,,,,,,RealGDP,0.5
2008-472-2008-2,2008,2008,2,472,2.0,0.0,0.0,0.0,0.0,5.0,80.0,15.0,0.0,0.0,0.0,,,,,,RealGDP,0.5
2008-483-2008-2,2008,2008,2,483,3.0,0.0,0.0,0.0,0.0,5.0,20.0,35.0,20.0,15.0,5.0,,,,,,RealGDP,0.5
2008-484-2008-2,2008,2008,2,484,2.0,0.0,0.0,0.0,0.0,5.0,29.0,35.0,20.0,8.0,3.0,,,,,,RealGDP,0.5
2008-504-2008-2,2008,2008,2,504,1.0,0.0,0.0,0.0,15.0,50.0,35.0,0.0,0.0,0.0,0.0,,,,,,RealGDP,0.5
2008-506-2008-2,2008,2008,2,506,2.0,0.0,0.0,0.0,0.0,10.0,60.0,30.0,0.0,0.0,0.0,,,,,,RealGDP,0.5
2008-507-2008-2,2008,2008,2,507,3.0,0.0,0.0,0.0,0.0,0.0,60.0,40.0,0.0,0.0,0.0,,,,,,RealGDP,0.5
2008-508-2008-2,2008,2008,2,508,2.0,0.0,0.0,0.0,8.0,33.0,45.0,11.0,3.0,0.0,0.0,,,,,,RealGDP,0.5
2008-510-2008-2,2008,2008,2,510,2.0,0.0,0.0,0.0,0.0,0.0,70.0,20.0,10.0,0.0,0.0,,,,,,RealGDP,0.5
2008-512-2008-2,2008,2008,2,512,2.0,0.0,0.0,0.0,0.0,30.0,50.0,20.0,0.0,0.0,0.0,,,,,,RealGDP,0.5
2008-516-2008-2,2008,2008,2,516,1.0,0.0,0.0,0.0,0.0,0.0,45.0,50.0,5.0,0.0,0.0,,,,,,RealGDP,0.5
2008-519-2008-2,2008,2008,2,519,1.0,,,,,,,,,,,,,,,,RealGDP,0.5
2008-520-2008-2,2008,2008,2,520,2.0,0.0,0.0,0.0,0.0,10.0,80.0,10.0,0.0,0.0,0.0,,,,,,RealGDP,0.5
2008-521-2008-2,2008,2008,2,521,1.0,,,,,,,,,,,,,,,,RealGDP,0.5
2008-523-2008-2,2008,2008,2,523,2.0,1.84,3.68,7.37,14.74,29.49,22.11,11.05,5.52,2.76,1.38,,,,,,RealGDP,0.5
2008-524-2008-2,2008,2008,2,524,2.0,0.0,0.0,0.0,10.0,20.0,40.0,30.0,0.0,0.0,0.0,,,,,,RealGDP,0.5
2008-526-2008-2,2008,2008,2,526,2.0,0.0,1.0,1.0,1.0,1.0,10.0,50.0,25.0,10.0,1.0,,,,,,RealGDP,0.5
2008-528-2008-2,2008,2008,2,528,1.0,0.0,0.0,0.0,0.0,20.0,50.0,30.0,0.0,0.0,0.0,,,,,,RealGDP,0.5
2008-530-2008-2,2008,2008,2,530,2.0,0.0,0.0,0.0,0.0,15.0,25.0,45.0,15.0,0.0,0.0,,,,,,RealGDP,0.5
2008-531-2008-2,2008,2008,2,531,1.0,0.0,0.0,0.0,0.0,20.0,65.0,15.0,0.0,0.0,0.0,,,,,,RealGDP,0.5
2008-532-2008-2,2008,2008,2,532,2.0,0.0,0.0,0.0,0.0,20.0,50.0,30.0,0.0,0.0,0.0,,,,,,RealGDP,0.5
2008-535-2008-2,2008,2008,2,535,1.0,0.0,0.0,0.0,0.0,25.0,60.0,15.0,0.0,0.0,0.0,,,,,,RealGDP,0.5
2008-540-2008-2,2008,2008,2,540,2.0,,,,,,,,,,,,,,,,RealGDP,0.5
2008-541-2008-2,2008,2008,2,541,1.0,0.0,0.0,0.0,0.0,15.0,45.0,40.0,0.0,0.0,0.0,,,,,,RealGDP,0.5
2008-542-2008-2,2008,2008,2,542,1.0,0.0,0.0,0.0,10.0,35.0,45.0,10.0,0.0,0.0,0.0,,,,,,RealGDP,0.5
2008-543-2008-2,2008,2008,2,543,1.0,0.0,0.0,0.0,0.0,0.0,60.0,40.0,0.0,0.0,0.0,,,,,,RealGDP,0.5
2008-544-2008-2,2008,2008,2,544,1.0,0.0,0.0,0.0,0.0,6.0,50.0,38.0,6.0,0.0,0.0,,,,,,RealGDP,0.5
2008-546-2008-2,2008,2008,2,546,1.0,0.5,0.5,1.0,2.0,10.0,25.0,33.0,16.0,10.0,2.0,,,,,,RealGDP,0.5
2008-548-2008-2,2008,2008,2,548,2.0,0.0,0.0,0.0,10.0,20.0,60.0,10.0,0.0,0.0,0.0,,,,,,RealGDP,0.5
2008-549-2008-2,2008,2008,2,549,1.0,0.0,0.0,0.0,0.0,15.0,70.0,15.0,0.0,0.0,0.0,,,,,,RealGDP,0.5
2008-550-2008-2,2008,2008,2,550,2.0,0.0,5.0,10.0,17.0,25.0,24.0,14.0,2.0,2.0,1.0,,,,,,RealGDP,0.5
2008-551-2008-2,2008,2008,2,551,2.0,,,,,,,,,,,,,,,,RealGDP,0.5
2008-552-2008-2,2008,2008,2,552,1.0,0.0,0.0,0.0,0.0,0.0,50.0,40.0,10.0,0.0,0.0,,,,,,RealGDP,0.5
2008-553-2008-2,2008,2008,2,553,2.0,0.5,0.5,1.5,5.0,25.0,40.0,20.0,3.5,3.5,0.5,,,,,,RealGDP,0.5
2008-554-2008-2,2008,2008,2,554,2.0,0.0,0.0,0.0,0.0,10.0,45.0,20.0,20.0,5.0,0.0,,,,,,RealGDP,0.5
2008-555-2008-2,2008,2008,2,555,1.0,0.0,0.0,0.0,0.0,20.0,80.0,0.0,0.0,0.0,0.0,,,,,,RealGDP,0.5
2008-556-2008-2,2008,2008,2,556,1.0,0.0,0.0,0.0,0.0,10.0,50.0,35.0,5.0,0.0,0.0,,,,,,RealGDP,0.5
2008-557-2008-2,2008,2008,2,557,1.0,0.1,0.2,0.5,2.0,5.0,22.0,39.0,27.0,4.0,0.2,,,,,,RealGDP,0.5
2008-20-2008-3,2008,2008,3,20,2.0,0.0,0.0,0.0,0.0,30.0,60.0,10.0,0.0,0.0,0.0,,,,,,RealGDP,0.25
2008-84-2008-3,2008,2008,3,84,1.0,0.0,0.0,0.0,0.0,4.0,85.0,10.0,1.0,0.0,0.0,,,,,,RealGDP,0.25
2008-99-2008-3,2008,2008,3,99,1.0,0.0,0.0,1.0,5.0,31.0,51.0,6.0,3.0,2.0,1.0,,,,,,RealGDP,0.25
2008-407-2008-3,2008,2008,3,407,2.0,0.0,0.0,0.0,0.0,10.0,85.0,5.0,0.0,0.0,0.0,,,,,,RealGDP,0.25
2008-411-2008-3,2008,2008,3,411,2.0,0.0,0.0,0.0,0.0,15.0,60.0,25.0,0.0,0.0,0.0,,,,,,RealGDP,0.25
2008-420-2008-3,2008,2008,3,420,2.0,0.0,0.0,0.0,0.0,10.0,70.0,15.0,5.0,0.0,0.0,,,,,,RealGDP,0.25
2008-421-2008-3,2008,2008,3,421,2.0,0.0,0.0,0.0,0.0,35.0,60.0,5.0,0.0,0.0,0.0,,,,,,RealGDP,0.25
2008-424-2008-3,2008,2008,3,424,1.0,,,,,,,,,,,,,,,,RealGDP,0.25
2008-426-2008-3,2008,2008,3,426,2.0,0.0,0.0,0.0,0.0,10.0,80.0,10.0,0.0,0.0,0.0,,,,,,RealGDP,0.25
2008-428-2008-3,2008,2008,3,428,2.0,,,,,,,,,,,,,,,,RealGDP,0.25
2008-431-2008-3,2008,2008,3,431,1.0,0.0,0.0,0.0,0.0,0.0,45.0,45.0,10.0,0.0,0.0,,,,,,RealGDP,0.25
2008-446-2008-3,2008,2008,3,446,2.0,0.0,0.0,0.0,0.0,5.0,90.0,5.0,0.0,0.0,0.0,,,,,,RealGDP,0.25
2008-463-2008-3,2008,2008,3,463,2.0,0.0,0.0,0.0,3.0,34.0,60.0,3.0,0.0,0.0,0.0,,,,,,RealGDP,0.25
2008-472-2008-3,2008,2008,3,472,2.0,0.0,0.0,0.0,0.0,0.0,80.0,20.0,0.0,0.0,0.0,,,,,,RealGDP,0.25
2008-483-2008-3,2008,2008,3,483,3.0,0.0,0.0,0.0,0.0,5.0,25.0,40.0,20.0,5.0,5.0,,,,,,RealGDP,0.25
2008-484-2008-3,2008,2008,3,484,2.0,0.0,0.0,0.0,0.0,15.0,41.0,21.0,15.0,6.0,2.0,,,,,,RealGDP,0.25
2008-497-2008-3,2008,2008,3,497,1.0,0.0,0.0,0.0,0.0,10.0,55.0,25.0,10.0,0.0,0.0,,,,,,RealGDP,0.25
2008-504-2008-3,2008,2008,3,504,1.0,0.0,0.0,0.0,0.0,25.0,50.0,25.0,0.0,0.0,0.0,,,,,,RealGDP,0.25
2008-510-2008-3,2008,2008,3,510,2.0,0.0,0.0,0.0,0.0,10.0,80.0,10.0,0.0,0.0,0.0,,,,,,RealGDP,0.25
2008-512-2008-3,2008,2008,3,512,2.0,0.0,0.0,0.0,0.0,5.0,50.0,40.0,5.0,0.0,0.0,,,,,,RealGDP,0.25
2008-516-2008-3,2008,2008,3,516,1.0,0.0,0.0,0.0,2.0,20.0,50.0,25.0,3.0,0.0,0.0,,,,,,RealGDP,0.25
2008-518-2008-3,2008,2008,3,518,2.0,0.0,0.0,0.0,5.0,15.0,60.0,15.0,5.0,0.0,0.0,,,,,,RealGDP,0.25
2008-519-2008-3,2008,2008,3,519,1.0,0.0,0.0,0.0,0.0,20.0,70.0,10.0,0.0,0.0,0.0,,,,,,RealGDP,0.25
2008-520-2008-3,2008,2008,3,520,2.0,0.0,0.0,0.0,0.0,20.0,80.0,0.0,0.0,0.0,0.0,,,,,,RealGDP,0.25
2008-521-2008-3,2008,2008,3,521,1.0,,,,,,,,,,,,,,,,RealGDP,0.25
2008-523-2008-3,2008,2008,3,523,2.0,1.4,2.7,6.8,10.8,27.0,9.5,8.1,6.8,6.8,20.3,,,,,,RealGDP,0.25
2008-526-2008-3,2008,2008,3,526,2.0,0.0,0.0,0.0,0.0,10.0,60.0,30.0,0.0,0.0,0.0,,,,,,RealGDP,0.25
2008-527-2008-3,2008,2008,3,527,2.0,0.0,0.0,0.0,0.0,5.0,65.0,30.0,0.0,0.0,0.0,,,,,,RealGDP,0.25
2008-528-2008-3,2008,2008,3,528,1.0,0.0,0.0,0.0,0.0,20.0,60.0,20.0,0.0,0.0,0.0,,,,,,RealGDP,0.25
2008-532-2008-3,2008,2008,3,532,2.0,0.0,0.0,0.0,0.0,10.0,50.0,40.0,0.0,0.0,0.0,,,,,,RealGDP,0.25
2008-533-2008-3,2008,2008,3,533,1.0,0.0,0.0,0.0,0.0,5.0,30.0,50.0,15.0,0.0,0.0,,,,,,RealGDP,0.25
2008-535-2008-3,2008,2008,3,535,1.0,0.0,0.0,0.0,0.0,20.0,70.0,10.0,0.0,0.0,0.0,,,,,,RealGDP,0.25
2008-540-2008-3,2008,2008,3,540,2.0,,,,,,,,,,,,,,,,RealGDP,0.25
2008-541-2008-3,2008,2008,3,541,1.0,0.0,0.0,0.0,0.0,5.0,75.0,20.0,0.0,0.0,0.0,,,,,,RealGDP,0.25
2008-542-2008-3,2008,2008,3,542,1.0,0.0,0.0,0.0,2.0,45.0,50.0,3.0,0.0,0.0,0.0,,,,,,RealGDP,0.25
2008-543-2008-3,2008,2008,3,543,1.0,0.0,0.0,0.0,0.0,0.0,40.0,60.0,0.0,0.0,0.0,,,,,,RealGDP,0.25
2008-546-2008-3,2008,2008,3,546,1.0,0.0,1.0,2.0,8.0,20.0,30.0,25.0,10.0,3.0,1.0,,,,,,RealGDP,0.25
2008-548-2008-3,2008,2008,3,548,2.0,0.0,0.0,0.0,0.0,5.0,55.0,40.0,0.0,0.0,0.0,,,,,,RealGDP,0.25
2008-549-2008-3,2008,2008,3,549,1.0,0.0,0.0,0.0,0.0,10.0,80.0,10.0,0.0,0.0,0.0,,,,,,RealGDP,0.25
2008-552-2008-3,2008,2008,3,552,1.0,0.0,0.0,0.0,10.0,35.0,45.0,10.0,0.0,0.0,0.0,,,,,,RealGDP,0.25
2008-553-2008-3,2008,2008,3,553,2.0,0.08,0.28,0.51,2.25,15.75,48.5,23.5,6.0,2.25,0.88,,,,,,RealGDP,0.25
2008-554-2008-3,2008,2008,3,554,2.0,0.0,0.0,0.0,5.0,20.0,55.0,15.0,5.0,0.0,0.0,,,,,,RealGDP,0.25
2008-555-2008-3,2008,2008,3,555,1.0,0.0,0.0,0.0,0.0,30.0,50.0,20.0,0.0,0.0,0.0,,,,,,RealGDP,0.25
2008-556-2008-3,2008,2008,3,556,1.0,0.0,0.0,0.0,0.0,10.0,60.0,25.0,5.0,0.0,0.0,,,,,,RealGDP,0.25
2008-557-2008-3,2008,2008,3,557,1.0,0.1,0.2,0.5,1.0,20.0,60.0,16.0,2.0,0.0,0.2,,,,,,RealGDP,0.25
2008-559-2008-3,2008,2008,3,559,1.0,0.0,0.0,0.0,0.0,0.0,25.0,60.0,15.0,0.0,0.0,,,,,,RealGDP,0.25
2008-561-2008-3,2008,2008,3,561,2.0,0.0,0.0,0.0,0.0,30.0,50.0,20.0,0.0,0.0,0.0,,,,,,RealGDP,0.25
2008-84-2008-4,2008,2008,4,84,1.0,0.0,0.0,0.0,0.0,0.0,98.0,2.0,0.0,0.0,0.0,,,,,,RealGDP,0.0
2008-99-2008-4,2008,2008,4,99,1.0,0.0,0.0,0.0,0.0,75.0,15.0,10.0,0.0,0.0,0.0,,,,,,RealGDP,0.0
2008-407-2008-4,2008,2008,4,407,2.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,25.0,0.0,0.0,,,,,,RealGDP,0.0
2008-411-2008-4,2008,2008,4,411,2.0,0.0,0.0,0.0,0.0,5.0,70.0,25.0,0.0,0.0,0.0,,,,,,RealGDP,0.0
2008-420-2008-4,2008,2008,4,420,2.0,0.0,0.0,0.0,0.0,5.0,70.0,25.0,0.0,0.0,0.0,,,,,,RealGDP,0.0
2008-421-2008-4,2008,2008,4,421,2.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,,,,,,RealGDP,0.0
2008-423-2008-4,2008,2008,4,423,2.0,0.1,0.1,0.1,0.1,1.4,3.0,5.0,40.0,50.0,0.0,,,,,,RealGDP,0.0
2008-426-2008-4,2008,2008,4,426,2.0,0.0,0.0,0.0,0.0,10.0,55.0,25.0,10.0,0.0,0.0,,,,,,RealGDP,0.0
2008-428-2008-4,2008,2008,4,428,2.0,,,,,,,,,,,,,,,,RealGDP,0.0
2008-429-2008-4,2008,2008,4,429,2.0,,,,,,,,,,,,,,,,RealGDP,0.0
2008-431-2008-4,2008,2008,4,431,1.0,0.0,0.0,0.0,0.0,0.0,99.0,1.0,0.0,0.0,0.0,,,,,,RealGDP,0.0
2008-433-2008-4,2008,2008,4,433,2.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,,,,,,RealGDP,0.0
2008-446-2008-4,2008,2008,4,446,2.0,0.0,0.0,0.0,0.0,5.0,90.0,5.0,0.0,0.0,0.0,,,,,,RealGDP,0.0
2008-463-2008-4,2008,2008,4,463,2.0,0.0,0.0,0.0,0.0,9.0,80.0,11.0,0.0,0.0,0.0,,,,,,RealGDP,0.0
2008-472-2008-4,2008,2008,4,472,2.0,0.0,0.0,0.0,0.0,0.0,80.0,20.0,0.0,0.0,0.0,,,,,,RealGDP,0.0
2008-483-2008-4,2008,2008,4,483,3.0,0.0,0.0,0.0,0.0,10.0,75.0,15.0,0.0,0.0,0.0,,,,,,RealGDP,0.0
2008-484-2008-4,2008,2008,4,484,2.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,68.0,11.0,1.0,,,,,,RealGDP,0.0
2008-497-2008-4,2008,2008,4,497,1.0,0.0,0.0,0.0,0.0,5.0,80.0,15.0,0.0,0.0,0.0,,,,,,RealGDP,0.0
2008-504-2008-4,2008,2008,4,504,1.0,0.0,0.0,0.0,0.0,0.0,25.0,50.0,25.0,0.0,0.0,,,,,,RealGDP,0.0
2008-506-2008-4,2008,2008,4,506,2.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,,,,,,RealGDP,0.0
2008-507-2008-4,2008,2008,4,507,3.0,0.0,0.0,0.0,0.0,0.0,75.0,25.0,0.0,0.0,0.0,,,,,,RealGDP,0.0
2008-508-2008-4,2008,2008,4,508,2.0,0.0,0.0,0.0,0.0,0.0,90.0,10.0,0.0,0.0,0.0,,,,,,RealGDP,0.0
2008-510-2008-4,2008,2008,4,510,2.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,,,,,,RealGDP,0.0
2008-512-2008-4,2008,2008,4,512,2.0,0.0,0.0,0.0,0.0,5.0,80.0,15.0,0.0,0.0,0.0,,,,,,RealGDP,0.0
2008-516-2008-4,2008,2008,4,516,1.0,0.0,0.0,0.0,0.0,0.0,95.0,5.0,0.0,0.0,0.0,,,,,,RealGDP,0.0
2008-518-2008-4,2008,2008,4,518,2.0,0.0,0.0,0.0,5.0,15.0,60.0,15.0,5.0,0.0,0.0,,,,,,RealGDP,0.0
2008-519-2008-4,2008,2008,4,519,1.0,,,,,,,,,,,,,,,,RealGDP,0.0
2008-520-2008-4,2008,2008,4,520,2.0,0.0,0.0,0.0,0.0,0.0,85.0,15.0,0.0,0.0,0.0,,,,,,RealGDP,0.0
2008-524-2008-4,2008,2008,4,524,2.0,0.0,0.0,0.0,0.0,15.0,50.0,35.0,0.0,0.0,0.0,,,,,,RealGDP,0.0
2008-527-2008-4,2008,2008,4,527,2.0,0.0,0.0,0.0,0.0,0.0,85.0,15.0,0.0,0.0,0.0,,,,,,RealGDP,0.0
2008-528-2008-4,2008,2008,4,528,1.0,0.0,0.0,0.0,0.0,0.0,60.0,40.0,0.0,0.0,0.0,,,,,,RealGDP,0.0
2008-531-2008-4,2008,2008,4,531,1.0,,,,,,,,,,,,,,,,RealGDP,0.0
2008-532-2008-4,2008,2008,4,532,2.0,0.0,0.0,0.0,0.0,0.0,10.0,50.0,40.0,0.0,0.0,,,,,,RealGDP,0.0
2008-535-2008-4,2008,2008,4,535,1.0,0.0,0.0,0.0,0.0,0.0,90.0,10.0,0.0,0.0,0.0,,,,,,RealGDP,0.0
2008-538-2008-4,2008,2008,4,538,2.0,0.0,0.0,0.0,0.0,5.0,90.0,5.0,0.0,0.0,0.0,,,,,,RealGDP,0.0
2008-540-2008-4,2008,2008,4,540,2.0,0.0,0.0,0.0,0.0,0.0,70.0,20.0,10.0,0.0,0.0,,,,,,RealGDP,0.0
2008-542-2008-4,2008,2008,4,542,1.0,0.0,0.0,0.0,0.0,0.0,80.0,20.0,0.0,0.0,0.0,,,,,,RealGDP,0.0
2008-543-2008-4,2008,2008,4,543,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,70.0,0.0,0.0,,,,,,RealGDP,0.0
2008-544-2008-4,2008,2008,4,544,1.0,0.0,0.0,0.0,0.0,6.0,70.0,18.0,6.0,0.0,0.0,,,,,,RealGDP,0.0
2008-546-2008-4,2008,2008,4,546,1.0,0.1,0.4,1.5,3.0,10.0,35.0,25.0,15.0,8.0,2.0,,,,,,RealGDP,0.0
2008-548-2008-4,2008,2008,4,548,2.0,0.0,0.0,0.0,0.0,0.0,90.0,10.0,0.0,0.0,0.0,,,,,,RealGDP,0.0
2008-549-2008-4,2008,2008,4,549,1.0,0.0,0.0,0.0,0.0,0.0,80.0,20.0,0.0,0.0,0.0,,,,,,RealGDP,0.0
2008-551-2008-4,2008,2008,4,551,2.0,0.0,0.0,0.0,0.0,0.0,10.0,85.0,5.0,0.0,0.0,,,,,,RealGDP,0.0
2008-552-2008-4,2008,2008,4,552,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,70.0,15.0,0.0,,,,,,RealGDP,0.0
2008-553-2008-4,2008,2008,4,553,2.0,0.5,0.75,0.95,1.25,7.5,69.0,12.5,5.5,1.55,0.5,,,,,,RealGDP,0.0
2008-554-2008-4,2008,2008,4,554,2.0,0.0,0.0,0.0,0.0,0.0,30.0,60.0,10.0,0.0,0.0,,,,,,RealGDP,0.0
2008-555-2008-4,2008,2008,4,555,1.0,0.0,0.0,0.0,5.0,20.0,50.0,25.0,0.0,0.0,0.0,,,,,,RealGDP,0.0
2008-556-2008-4,2008,2008,4,556,1.0,0.0,0.0,0.0,0.0,0.0,75.0,25.0,0.0,0.0,0.0,,,,,,RealGDP,0.0
2008-557-2008-4,2008,2008,4,557,1.0,0.0,0.0,0.0,0.0,2.5,95.0,2.5,0.0,0.0,0.0,,,,,,RealGDP,0.0
2008-560-2008-4,2008,2008,4,560,2.0,0.0,0.0,0.0,0.0,5.0,60.0,25.0,5.0,5.0,0.0,,,,,,RealGDP,0.0
2008-561-2008-4,2008,2008,4,561,2.0,0.0,0.0,0.0,0.0,10.0,70.0,20.0,0.0,0.0,0.0,,,,,,RealGDP,0.0
2009-411-2009-1,2009,2009,1,411,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,40.0,30.0,,,,,,RealGDP,0.75
2009-420-2009-1,2009,2009,1,420,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,70.0,25.0,0.0,,,,,,RealGDP,0.75
2009-421-2009-1,2009,2009,1,421,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,50.0,40.0,5.0,,,,,,RealGDP,0.75
2009-423-2009-1,2009,2009,1,423,2.0,0.0,0.0,1.0,1.0,1.0,15.0,34.0,33.0,10.0,5.0,,,,,,RealGDP,0.75
2009-424-2009-1,2009,2009,1,424,1.0,1.0,1.0,1.0,1.0,10.0,58.0,20.0,6.0,1.0,1.0,,,,,,RealGDP,0.75
